"country";"year";"iso_code";"population";"gdp";"biofuel_elec_per_capita";"biofuel_electricity";"biofuel_share_elec";"carbon_intensity_elec";"coal_elec_per_capita";"coal_electricity";"coal_prod_change_twh";"coal_prod_per_capita";"coal_production";"coal_share_elec";"electricity_demand";"electricity_generation";"energy_cons_change_pct";"energy_cons_change_twh";"energy_per_capita";"energy_per_gdp";"fossil_elec_per_capita";"fossil_electricity";"fossil_share_elec";"gas_elec_per_capita";"gas_electricity";"gas_prod_change_twh";"gas_prod_per_capita";"gas_production";"gas_share_elec";"greenhouse_gas_emissions";"hydro_elec_per_capita";"hydro_electricity";"hydro_share_elec";"low_carbon_elec_per_capita";"low_carbon_electricity";"low_carbon_share_elec";"net_elec_imports";"net_elec_imports_share_demand";"nuclear_cons_change_twh";"nuclear_consumption";"nuclear_elec_per_capita";"nuclear_electricity";"nuclear_energy_per_capita";"nuclear_share_elec";"oil_elec_per_capita";"oil_electricity";"oil_prod_change_twh";"oil_prod_per_capita";"oil_production";"oil_share_elec";"other_renewable_electricity";"other_renewable_exc_biofuel_electricity";"other_renewables_elec_per_capita";"other_renewables_elec_per_capita_exc_biofuel";"other_renewables_share_elec";"other_renewables_share_elec_exc_biofuel";"per_capita_electricity";"primary_energy_consumption";"renewables_elec_per_capita";"renewables_electricity";"renewables_share_elec";"solar_elec_per_capita";"solar_electricity";"solar_share_elec";"wind_elec_per_capita";"wind_electricity";"wind_share_elec"
"Algeria";1999;"DZA";30346086;193179811840;NA;NA;NA;NA;NA;NA;-0.023;1.238;0.038;NA;NA;24.757;1.001;3.085;10262.746;1.612;NA;NA;NA;NA;NA;99.448;29693.092;901.069;NA;NA;6.689;0.203;0.82;6.689;0.203;0.82;NA;NA;0;0;0;0;0;0;NA;NA;-33.231;22430.768;680.686;NA;0;NA;0;NA;0;NA;815.822;311.434;6.689;0.203;0.82;0;0;0;0;0;0
"Algeria";2000;"DZA";30774624;208554147840;0;0;0;495.186;0;0;-0.038;0;0;0;23.82;23.89;-3.689;-11.489;9746.524;1.438;774.664;23.84;99.791;750.943;23.11;17.817;29858.57;918.886;96.735;11.83;1.625;0.05;0.209;1.625;0.05;0.209;-0.07;-0.294;0;0;0;0;0;0;23.721;0.73;96.047;25239.395;776.733;3.056;0;0;0;0;0;0;776.289;299.946;1.625;0.05;0.209;0;0;0;0;0;0
"Algeria";2001;"DZA";31200984;223420301312;0;0;0;494.606;0;0;0;0;0;0;24.98;25.03;3.623;10.867;9961.64;1.391;799.975;24.96;99.72;776.578;24.23;-54.161;27714.682;864.725;96.804;12.38;2.244;0.07;0.28;2.244;0.07;0.28;-0.05;-0.2;0;0;0;0;0;0;23.397;0.73;-12.049;24508.334;764.684;2.917;0;0;0;0;0;0;802.218;310.813;2.244;0.07;0.28;0;0;0;0;0;0
"Algeria";2002;"DZA";31624700;245360885760;0;0;0;493.267;0;0;0;0;0;0;25.97;25.99;3.583;11.138;10180.35;1.312;819.929;25.93;99.769;802.221;25.37;24.69;28124.088;889.416;97.614;12.82;1.897;0.06;0.231;1.897;0.06;0.231;-0.02;-0.077;0;0;0;0;0;0;17.708;0.56;59.813;26071.305;824.497;2.155;0;0;0;0;0;0;821.826;321.951;1.897;0.06;0.231;0;0;0;0;0;0
"Algeria";2003;"DZA";32055882;273568645120;0;0;0;490.831;0;0;0;0;0;0;27.82;27.81;4.65;14.972;10510.461;1.232;859.437;27.55;99.065;839.16;26.9;49.16;29279.365;938.576;96.728;13.65;8.111;0.26;0.935;8.111;0.26;0.935;0.01;0.036;0;0;0;0;0;0;20.277;0.65;94.331;28663.324;918.828;2.337;0;0;0;0;0;0;867.547;336.922;8.111;0.26;0.935;0;0;0;0;0;0
"Algeria";2004;"DZA";32510184;296773615616;0;0;0;490.983;0;0;0;0;0;0;29.4;29.39;3.816;12.856;10759.022;1.179;896.334;29.14;99.149;876.341;28.49;-18.027;28315.721;920.549;96.938;14.43;7.69;0.25;0.851;7.69;0.25;0.851;0.01;0.034;0;0;0;0;0;0;19.994;0.65;52.87;29889.039;971.698;2.212;0;0;0;0;0;0;904.024;349.778;7.69;0.25;0.851;0;0;0;0;0;0
"Algeria";2005;"DZA";32956690;326854475776;0;0;0;486.368;0;0;0;0;0;0;31.99;31.91;4.715;16.494;11113.723;1.121;951.552;31.36;98.276;930.312;30.66;-71.432;25764.646;849.117;96.083;15.52;16.689;0.55;1.724;16.689;0.55;1.724;0.08;0.25;0;0;0;0;0;0;21.24;0.7;33.572;30502.762;1005.27;2.194;0;0;0;0;0;0;968.24;366.272;16.689;0.55;1.724;0;0;0;0;0;0
"Algeria";2006;"DZA";33435082;345705349120;0;0;0;491.699;0;0;0;0;0;0;33.21;33.13;3.535;12.949;11341.98;1.097;984.295;32.91;99.336;963.06;32.2;-36.123;24315.623;812.995;97.193;16.29;6.58;0.22;0.664;6.58;0.22;0.664;0.08;0.241;0;0;0;0;0;0;21.235;0.71;-2.741;29984.354;1002.529;2.143;0;0;0;0;0;0;990.875;379.22;6.58;0.22;0.664;0;0;0;0;0;0
"Algeria";2007;"DZA";33983836;371665207296;0;0;0;491.71;0;0;0;0;0;0;34.99;34.98;5.385;20.42;11759.701;1.075;1022.839;34.76;99.371;1000.77;34.01;3.465;24024.947;816.46;97.227;17.2;6.474;0.22;0.629;6.474;0.22;0.629;0.01;0.029;0;0;0;0;0;0;22.069;0.75;3.256;29596.002;1005.786;2.144;0;0;0;0;0;0;1029.313;399.64;6.474;0.22;0.629;0;0;0;0;0;0
"Algeria";2008;"DZA";34569592;395658559488;0;0;0;490.88;0;0;0;0;0;0;37.78;37.83;5.985;23.917;12252.297;1.071;1086.215;37.55;99.26;1064.809;36.81;9.548;23894.057;826.008;97.304;18.57;8.1;0.28;0.74;8.1;0.28;0.74;-0.05;-0.132;0;0;0;0;0;0;21.406;0.74;-20.015;28515.539;985.771;1.956;0;0;0;0;0;0;1094.314;423.557;8.1;0.28;0.74;0;0;0;0;0;0
"Algeria";2009;"DZA";35196040;418247671808;0;0;0;489.503;0;0;0;0;0;0;36.17;36.2;5.974;25.302;12753.12;1.073;1020.001;35.9;99.171;1003.806;35.33;-60.339;21754.398;765.669;97.597;17.72;8.524;0.3;0.829;8.524;0.3;0.829;-0.03;-0.083;0;0;0;0;0;0;16.195;0.57;-87.539;25520.811;898.231;1.575;0;0;0;0;0;0;1028.525;448.859;8.524;0.3;0.829;0;0;0;0;0;0
"Algeria";2010;"DZA";35856348;450705883136;0;0;0;492.558;0;0;0;0;0;0;42.93;43;-2.198;-9.864;12243.156;0.974;1194.489;42.83;99.605;1169.11;41.92;8.297;21585.174;773.966;97.488;21.18;4.741;0.17;0.395;4.741;0.17;0.395;-0.07;-0.163;0;0;0;0;0;0;25.379;0.91;-40.228;23928.91;858.003;2.116;0;0;0;0;0;0;1199.23;438.995;4.741;0.17;0.395;0;0;0;0;0;0
"Algeria";2011;"DZA";36543548;482034778112;0;0;0;489.516;0;0;0;0;0;0;48.03;48.17;5.807;25.493;12710.541;0.964;1304.471;47.67;98.962;1277.106;46.67;22.022;21781.889;795.987;96.886;23.58;13.682;0.5;1.038;13.682;0.5;1.038;-0.14;-0.291;0;0;0;0;0;0;27.365;1;-24.423;22810.602;833.58;2.076;0;0;0;0;0;0;1318.153;464.488;13.682;0.5;1.038;0;0;0;0;0;0
"Algeria";2012;"DZA";37260568;497923358720;0;0;0;488.424;0;0;0;0;0;0;53.94;53.99;9.297;43.184;13624.909;1.02;1432.345;53.37;98.852;1405.507;52.37;-11.55;21052.752;784.438;96.999;26.37;16.64;0.62;1.148;16.64;0.62;1.148;-0.05;-0.093;0;0;0;0;0;0;26.838;1;-51.905;20978.627;781.676;1.852;0;0;0;0;0;0;1448.985;507.672;16.64;0.62;1.148;0;0;0;0;0;0
"Algeria";2013;"DZA";38000628;511887736832;0;0;0;490.589;0;0;0;0;0;0;56.23;56.32;5.772;29.305;14130.735;1.049;1473.397;55.99;99.414;1451.029;55.14;8.951;20878.307;793.389;97.905;27.63;8.684;0.33;0.586;8.684;0.33;0.586;-0.09;-0.16;0;0;0;0;0;0;22.368;0.85;-28.238;19826.984;753.438;1.509;0;0;0;0;0;0;1482.081;536.977;8.684;0.33;0.586;0;0;0;0;0;0
"Algeria";2014;"DZA";38760168;531308085248;0;0;0;490.232;0;0;0;0;0;0;60.21;60.4;9.057;48.636;15108.635;1.102;1551.851;60.15;99.586;1536.371;59.55;8.335;20684.225;801.724;98.593;29.61;6.45;0.25;0.414;6.45;0.25;0.414;-0.19;-0.316;0;0;0;0;0;0;15.48;0.6;46.369;20634.76;799.807;0.993;0;0;0;0;0;0;1558.301;585.613;6.45;0.25;0.414;0;0;0;0;0;0
"Algeria";2015;"DZA";39543148;551519125504;0;0;0;491.187;0;0;0;0;0;0;64.65;64.68;5.448;31.905;15616.311;1.12;1630.118;64.46;99.66;1608.623;63.61;12.387;20587.924;814.111;98.346;31.77;3.54;0.14;0.216;5.564;0.22;0.34;-0.03;-0.046;0;0;0;0;0;0;21.496;0.85;-17.98;19771.484;781.827;1.314;0;0;0;0;0;0;1635.682;617.518;5.564;0.22;0.34;1.517;0.06;0.093;0.506;0.02;0.031
"Algeria";2016;"DZA";40339328;574696128512;0;0;0;490.413;0;0;0;0;0;0;66.51;66.76;-0.085;-0.522;15295.143;1.074;1646.532;66.42;99.491;1625.461;65.57;99.811;22655.871;913.923;98.217;32.74;5.454;0.22;0.33;8.428;0.34;0.509;-0.25;-0.376;0;0;0;0;0;0;21.071;0.85;13.863;19724.912;795.69;1.273;0;0;0;0;0;0;1654.961;616.996;8.428;0.34;0.509;2.231;0.09;0.135;0.744;0.03;0.045
"Algeria";2017;"DZA";41136548;582167232512;0;0;0;488.671;0;0;NA;NA;NA;0;71.16;71.5;1.102;6.799;15164;1.072;1722.556;70.86;99.105;1700.191;69.94;15.843;22601.928;929.765;97.818;34.94;1.459;0.06;0.084;15.558;0.64;0.895;-0.34;-0.478;0;0;0;0;0;0;22.365;0.92;-20.573;18842.521;775.116;1.287;0;0;0;0;0;0;1738.114;623.795;15.558;0.64;0.895;13.856;0.57;0.797;0.243;0.01;0.014
"Algeria";2018;"DZA";41927008;590317551616;0;0;0;487.866;0;0;NA;NA;NA;0;72.02;72.11;7.346;45.825;15971.084;1.134;1701.29;71.33;98.918;1679.109;70.4;8.672;22382.648;938.438;97.629;35.18;2.862;0.12;0.166;18.604;0.78;1.082;-0.09;-0.125;0;0;0;0;0;0;22.181;0.93;-15.305;18122.236;759.811;1.29;0;0;0;0;0;0;1719.894;669.62;18.604;0.78;1.082;15.503;0.65;0.901;0.239;0.01;0.014
"Algeria";2019;"DZA";42705372;NA;0;0;0;487.547;0;0;NA;NA;NA;0;76.55;76.69;3.693;24.729;16259.053;NA;1776.123;75.85;98.905;1754.58;74.93;-68.915;20360.963;869.522;97.705;37.39;3.512;0.15;0.196;19.67;0.84;1.095;-0.14;-0.183;0;0;0;0;0;0;21.543;0.92;-11.653;17519.061;748.158;1.2;0;0;0;0;0;0;1795.793;694.349;19.67;0.84;1.095;15.923;0.68;0.887;0.234;0.01;0.013
"Algeria";2020;"DZA";43451668;NA;0;0;0;486.319;0;0;NA;NA;NA;0;72.67;72.73;-6.546;-45.45;14933.807;NA;1657.244;72.01;99.01;1651.49;71.76;-55.276;18739.121;814.246;98.666;35.37;1.151;0.05;0.069;16.57;0.72;0.99;-0.06;-0.083;0;0;0;0;0;0;5.754;0.25;-77.979;15423.545;670.179;0.344;0;0;0;0;0;0;1673.814;648.899;16.57;0.72;0.99;15.189;0.66;0.907;0.23;0.01;0.014
"Algeria";2021;"DZA";44177964;NA;0;0;0;485.49;0;0;NA;NA;NA;0;77.43;77.53;8.348;54.17;15914.461;NA;1734.349;76.62;98.826;1728.69;76.37;196.735;22884.285;1010.981;98.504;37.64;2.037;0.09;0.116;20.599;0.91;1.174;-0.1;-0.129;0;0;0;0;0;0;5.659;0.25;6.687;15321.35;676.866;0.322;0;0;0;0;0;0;1754.947;703.068;20.599;0.91;1.174;18.335;0.81;1.045;0.226;0.01;0.013
"Algeria";2022;"DZA";44903228;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;91.643;-2.588;-18.199;15252.127;NA;NA;NA;NA;NA;NA;-29.231;21863.684;981.75;NA;NA;1.71;0.077;0.084;17.127;0.769;0.839;NA;NA;0;0;0;0;0;0;NA;NA;63.377;16485.305;740.243;NA;0;NA;0;NA;0;NA;2040.895;684.87;17.127;0.769;0.839;15.183;0.682;0.744;0.234;0.01;0.011
"Argentina";1999;"ARG";36653032;538270564352;NA;NA;NA;NA;57.458;2.106;0.302;60.224;2.207;2.608;NA;80.745;1.11;7.641;18990.684;1.293;1409.682;51.669;63.991;1247.704;45.732;48.431;9172.317;336.193;56.638;NA;583.766;21.397;26.499;785.736;28.8;35.667;NA;NA;-0.985;20.163;193.872;7.106;550.115;8.801;104.521;3.831;-27.205;13227.869;484.842;4.745;0.262;NA;7.148;NA;0.324;NA;2202.948;696.066;591.864;21.694;26.867;0.001;0;0;0.949;0.035;0.043
"Argentina";2000;"ARG";37070772;536481038336;9.711;0.36;0.422;312.962;45.049;1.67;-0.506;45.9;1.702;1.959;86.47;85.25;0.389;2.711;18849.811;1.303;1358.752;50.37;59.085;1234.396;45.76;27.619;9813.991;363.812;53.677;26.68;768.53;28.49;33.419;940.903;34.88;40.915;1.22;1.411;-2.636;17.527;161.583;5.99;472.807;7.026;79.308;2.94;-3.97;12971.705;480.871;3.449;0.36;0;9.711;0;0.422;0;2299.655;698.777;779.32;28.89;33.889;0;0;0;1.079;0.04;0.047
"Argentina";2001;"ARG";37480492;515221291008;9.071;0.34;0.393;263.322;33.884;1.27;-0.48;32.603;1.222;1.468;88.27;86.51;-2.326;-16.253;18210.119;1.325;1145.396;42.93;49.624;1074.959;40.29;-2.626;9636.653;361.186;46.573;22.78;977.842;36.65;42.365;1162.738;43.58;50.376;1.76;1.994;2.373;19.9;174.491;6.54;530.942;7.56;36.552;1.37;30.025;13630.991;510.896;1.584;0.34;0;9.071;0;0.393;0;2308.134;682.524;988.247;37.04;42.816;0;0;0;1.334;0.05;0.058
"Argentina";2002;"ARG";37885024;461203406848;13.198;0.5;0.616;257.548;20.061;0.76;-0.92;7.977;0.302;0.937;86.99;81.15;-4.11;-28.051;17275.256;1.419;1047.907;39.7;48.922;1006.466;38.13;-10.017;9269.355;351.17;46.987;20.9;936.782;35.49;43.734;1094.1;41.45;51.078;5.84;6.713;-3.596;16.304;142.273;5.39;430.356;6.642;21.38;0.81;-7.619;13284.333;503.277;0.998;0.5;0;13.198;0;0.616;0;2142.007;654.474;951.827;36.06;44.436;0;0;0;1.848;0.07;0.086
"Argentina";2003;"ARG";38278164;504301027328;21.683;0.83;0.942;277.595;22.99;0.88;0.282;15.275;0.585;0.998;93.18;88.15;7.186;47.032;18326.521;1.391;1221.062;46.74;53.023;1172.209;44.87;47.944;10426.675;399.114;50.902;24.47;874.389;33.47;37.969;1081.818;41.41;46.977;5.03;5.398;4.752;21.056;183.656;7.03;550.073;7.975;25.863;0.99;-2.094;13093.195;501.183;1.123;0.83;0;21.683;0;0.942;0;2302.879;701.506;898.162;34.38;39.002;0;0;0;2.09;0.08;0.091
"Argentina";2004;"ARG";38668796;552377778176;21.206;0.82;0.857;318.077;40.86;1.58;-0.25;8.665;0.335;1.651;99.17;95.7;6.174;43.312;19261.457;1.348;1483.367;57.36;59.937;1342.685;51.92;37.344;11287.085;436.458;54.253;30.44;779.44;30.14;31.494;991.497;38.34;40.063;3.47;3.499;0.704;21.76;189.041;7.31;562.715;7.638;99.822;3.86;-24.053;12338.902;477.13;4.033;0.82;0;21.206;0;0.857;0;2474.864;744.817;802.456;31.03;32.424;0;0;0;1.81;0.07;0.073
"Argentina";2005;"ARG";39070504;604065431552;22.011;0.86;0.853;319.849;52.469;2.05;-0.171;4.204;0.164;2.033;104.74;100.86;6.134;45.69;20232.844;1.309;1532.87;59.89;59.379;1340.909;52.39;7.294;11357.718;443.752;51.943;32.26;861.519;33.66;33.373;1048.617;40.97;40.621;3.88;3.704;-2.874;18.885;163.039;6.37;483.359;6.316;139.491;5.45;-19.268;11718.875;457.862;5.404;0.86;0;22.011;0;0.853;0;2581.487;790.507;885.578;34.6;34.305;0;0;0;2.048;0.08;0.079
"Argentina";2006;"ARG";39476856;655699017728;26.091;1.03;0.925;320.528;49.649;1.96;0.762;23.465;0.926;1.759;113.77;111.41;5.064;40.035;21038.723;1.267;1661.48;65.59;58.873;1407.66;55.57;4.571;11356.59;448.322;49.879;35.71;951.697;37.57;33.722;1160.68;45.82;41.127;2.36;2.074;2.197;21.082;181.119;7.15;534.027;6.418;204.17;8.06;0.745;11617.129;458.608;7.235;1.03;0;26.091;0;0.925;0;2822.16;830.543;979.561;38.67;34.71;0;0;0;1.773;0.07;0.063
"Argentina";2007;"ARG";39876116;718084636672;26.582;1.06;0.956;360.061;57.929;2.31;-0.204;18.123;0.723;2.084;118.47;110.87;4.226;35.103;21708.369;1.205;1829.917;72.97;65.816;1489.614;59.4;-12.351;10933.154;435.972;53.576;39.92;753.835;30.06;27.113;950.444;37.9;34.184;7.6;6.415;-1.399;19.683;168.522;6.72;493.599;6.061;282.375;11.26;-14.173;11145.376;444.434;10.156;1.06;0;26.582;0;0.956;0;2780.361;865.645;781.922;31.18;28.123;0;0;0;1.505;0.06;0.054
"Argentina";2008;"ARG";40273768;750663630848;28.058;1.13;0.985;366.765;44.942;1.81;0.335;26.263;1.058;1.577;120.24;114.76;1.332;11.533;21780.381;1.169;1902.727;76.63;66.774;1516.62;61.08;-7.488;10639.27;428.483;53.224;42.09;747.633;30.11;26.237;946.77;38.13;33.226;5.48;4.558;0.255;19.938;170.086;6.85;495.063;5.969;341.165;13.74;-4.765;10917.026;439.67;11.973;1.13;0;28.058;0;0.985;0;2849.498;877.178;776.684;31.28;27.257;0;0;0;0.993;0.04;0.035
"Argentina";2009;"ARG";40684344;709525635072;27.529;1.12;0.963;351.763;40.802;1.66;-0.519;13.241;0.539;1.427;122.46;116.3;-2.812;-24.667;20954.271;1.202;1819.373;74.02;63.646;1433.721;58.33;-25.472;9905.823;403.012;50.155;40.91;824.15;33.53;28.831;1039.22;42.28;36.354;6.16;5.03;1.991;21.929;186.558;7.59;539.014;6.526;344.85;14.03;-43.742;9731.699;395.928;12.064;1.12;0;27.529;0;0.963;0;2858.594;852.511;852.662;34.69;29.828;0;0;0;0.983;0.04;0.034
"Argentina";2010;"ARG";41100124;784986275840;31.387;1.29;1.078;367.717;68.613;2.82;-0.112;10.39;0.427;2.357;128.23;119.63;3.69;31.458;21507.703;1.126;1912.403;78.6;65.703;1452.307;59.69;-13.042;9488.291;389.97;49.896;43.99;803.404;33.02;27.602;998.294;41.03;34.297;8.6;6.707;-2.726;19.203;162.773;6.69;467.234;5.592;391.483;16.09;-8.899;9416.742;387.029;13.45;1.29;0;31.387;0;1.078;0;2910.697;883.969;835.521;34.34;28.705;0;0;0;0.73;0.03;0.025
"Argentina";2011;"ARG";41520736;835970465792;31.31;1.3;1.059;385.01;65.509;2.72;0.164;14.24;0.591;2.216;132.42;122.75;2.842;25.122;21894.867;1.087;2034.405;84.47;68.815;1525.744;63.35;-12.792;9084.098;377.178;51.609;47.26;747.337;31.03;25.279;921.949;38.28;31.185;9.67;7.303;-2.261;16.942;141.857;5.89;408.038;4.798;443.152;18.4;-24.344;8735.045;362.685;14.99;1.3;0;31.31;0;1.059;0;2956.354;909.091;780.092;32.39;26.387;0;0;0;1.445;0.06;0.049
"Argentina";2012;"ARG";41952364;827404779520;32.179;1.35;1.049;394.7;58.638;2.46;0.033;14.877;0.624;1.912;136.29;128.68;3.808;34.615;22494.715;1.141;2190.341;91.89;71.41;1692.872;71.02;-10.266;8745.92;366.912;55.191;50.79;684.348;28.71;22.311;876.947;36.79;28.59;7.61;5.584;-0.097;16.845;140.636;5.9;401.518;4.585;438.831;18.41;-4.008;8549.646;358.678;14.307;1.35;0;32.179;0;1.049;0;3067.288;943.706;736.311;30.89;24.005;0.238;0.01;0.008;19.546;0.82;0.637
"Argentina";2013;"ARG";42388268;847305113600;33.5;1.42;1.073;385.412;52.137;2.21;-0.079;12.864;0.545;1.67;140.1;132.3;3.994;37.692;23152.588;1.158;2161.447;91.62;69.252;1639.841;69.51;-21.354;8152.22;345.559;52.54;50.99;766.957;32.51;24.573;959.7;40.68;30.748;7.8;5.567;-0.611;16.233;135.179;5.73;382.964;4.331;469.47;19.9;-7.615;8282.069;351.063;15.042;1.42;0;33.5;0;1.073;0;3121.147;981.398;824.521;34.95;26.417;0.236;0.01;0.008;23.827;1.01;0.763
"Argentina";2014;"ARG";42824064;825981468672;32.458;1.39;1.055;387.026;55.576;2.38;-0.171;8.744;0.374;1.806;141.66;131.8;-0.157;-1.54;22881.006;1.186;2152.528;92.18;69.939;1664.485;71.28;-0.7;8052.921;344.859;54.082;51.01;754.949;32.33;24.53;925.181;39.62;30.061;9.86;6.96;-1.899;14.334;122.828;5.26;334.728;3.991;432.467;18.52;-4.648;8089.254;346.415;14.052;1.39;0;32.458;0;1.055;0;3077.709;979.858;802.353;34.36;26.07;0.467;0.02;0.015;14.478;0.62;0.47
"Argentina";2015;"ARG";43257064;847854960640;32.133;1.39;1.009;391.683;51.552;2.23;-0.151;5.164;0.223;1.618;146.75;137.79;1.743;17.082;23046.873;1.176;2247.494;97.22;70.557;1710.472;73.99;10.053;8204.705;354.911;53.698;53.97;738.377;31.94;23.18;937.881;40.57;29.443;8.96;6.106;3.856;18.19;153.501;6.64;420.508;4.819;485.47;21;3.017;8078.019;349.431;15.241;1.39;0;32.133;0;1.009;0;3185.376;996.94;784.381;33.93;24.624;0.231;0.01;0.007;13.639;0.59;0.428
"Argentina";2016;"ARG";43668236;828372942848;25.19;1.1;0.788;395.331;41.449;1.81;-0.057;3.808;0.166;1.296;149.15;139.63;-0.453;-4.516;22726.455;1.198;2307.398;100.76;72.162;1810.469;79.06;17.912;8537.638;372.824;56.621;55.2;673.258;29.4;21.056;890.121;38.87;27.838;9.52;6.383;3.093;21.283;179.078;7.82;487.382;5.601;455.48;19.89;-16.455;7625.134;332.976;14.245;1.1;0;25.19;0;0.788;0;3197.519;992.424;711.043;31.05;22.237;0.229;0.01;0.007;12.366;0.54;0.387
"Argentina";2017;"ARG";44054616;850482233344;31.098;1.37;0.989;382.117;42.901;1.89;NA;NA;NA;1.364;149.03;138.57;-0.103;-1.027;22503.818;1.166;2254.928;99.34;71.689;1943.043;85.6;-1.325;8432.689;371.499;61.774;52.95;714.114;31.46;22.703;890.486;39.23;28.311;10.46;7.019;-5.736;15.547;130.974;5.77;352.91;4.164;268.984;11.85;-16.173;7191.14;316.803;8.552;1.37;0;31.098;0;0.989;0;3145.414;991.397;759.512;33.46;24.147;0.454;0.02;0.014;13.846;0.61;0.44
"Argentina";2018;"ARG";44413592;829373284352;29.946;1.33;0.951;368.579;43.005;1.91;NA;NA;NA;1.366;149.34;139.78;-0.711;-7.052;22163.16;1.187;2217.114;98.47;70.446;2019.427;89.69;22.734;8876.401;394.233;64.165;51.52;719.599;31.96;22.865;930.121;41.31;29.554;9.56;6.402;1.9;17.447;146.577;6.51;392.826;4.657;154.682;6.87;3.515;7212.151;320.318;4.915;1.33;0;29.946;0;0.951;0;3147.235;984.346;783.544;34.8;24.896;2.477;0.11;0.079;31.522;1.4;1.002
"Argentina";2019;"ARG";44745516;NA;31.065;1.39;1.044;351.055;24.583;1.1;NA;NA;NA;0.826;143.86;133.17;-5.789;-56.987;20725.168;NA;2027.913;90.74;68.138;1922.651;86.03;21.92;9300.431;416.153;64.602;46.75;610.787;27.33;20.523;948.251;42.43;31.862;10.69;7.431;3.907;21.354;178.118;7.97;477.227;5.985;80.678;3.61;15.032;7494.586;335.349;2.711;1.39;0;31.065;0;1.044;0;2976.164;927.358;770.133;34.46;25.877;17.655;0.79;0.593;110.626;4.95;3.717
"Argentina";2020;"ARG";45036032;NA;45.741;2.06;1.485;347.945;34.195;1.54;NA;NA;NA;1.11;143.41;138.7;-6.204;-57.529;19314.066;NA;2035.481;91.67;66.092;1842.525;82.98;-33.227;8502.643;382.925;59.827;48.26;538.68;24.26;17.491;1044.275;47.03;33.908;4.71;3.284;3.876;25.229;223.377;10.06;560.207;7.253;158.762;7.15;-13.695;7142.148;321.654;5.155;2.06;0;45.741;0;1.485;0;3079.756;869.829;820.898;36.97;26.655;29.532;1.33;0.959;206.945;9.32;6.72
"Argentina";2021;"ARG";45276788;NA;46.602;2.11;1.438;363.897;49.253;2.23;NA;NA;NA;1.52;149.19;146.69;11.019;95.843;21328.186;NA;2191.852;99.24;67.653;1860.556;84.24;3.16;8527.216;386.085;57.427;53.38;445.924;20.19;13.764;1047.998;47.45;32.347;2.5;1.676;0.306;25.536;224.618;10.17;563.996;6.933;282.043;12.77;16.603;7470.88;338.257;8.705;2.11;0;46.602;0;1.438;0;3239.85;965.672;823.38;37.28;25.414;47.927;2.17;1.479;282.926;12.81;8.733
"Argentina";2022;"ARG";45510324;NA;47.681;2.17;1.51;344.307;47.022;2.14;NA;NA;NA;1.489;155.49;143.68;3.656;35.302;21994.422;NA;1998.667;90.96;63.307;1669.951;76;29.833;9138.986;415.918;52.895;49.47;574.595;26.15;18.2;1158.418;52.72;36.693;11.81;7.595;-6.849;18.687;164.139;7.47;410.6;5.199;281.694;12.82;43.285;8383.651;381.543;8.923;2.17;0;47.681;0;1.51;0;3157.086;1000.973;994.28;45.25;31.494;63.942;2.91;2.025;308.062;14.02;9.758
"Australia";1999;"AUS";18800892;664206835712;NA;NA;NA;NA;9103.898;171.161;99.816;102756.711;1931.918;82.727;NA;206.9;4.093;51.017;69004.57;1.953;10054.89;189.041;91.368;857.566;16.123;4.388;16335.678;307.125;7.793;NA;865.996;16.281;7.869;930.732;17.499;8.458;NA;NA;0;0;0;0;0;0;93.426;1.757;-8.528;16993.732;319.497;0.849;1.133;NA;60.29;NA;0.548;NA;11004.771;1297.347;930.732;17.499;8.458;2.159;0.041;0.02;2.287;0.043;0.021
"Australia";2000;"AUS";19017968;691886620672;46.798;0.89;0.41;729.65;9478.404;180.26;64.902;104996.484;1996.82;83.134;216.83;216.83;0.61;7.912;68632.961;1.887;10479.037;199.29;91.911;881.272;16.76;4.798;16401.504;311.923;7.73;158.21;866.023;16.47;7.596;922.286;17.54;8.089;0;0;0;0;0;0;0;0;119.361;2.27;111.879;22682.576;431.377;1.047;0.89;NA;46.772;NA;0.41;NA;11401.323;1305.259;922.286;17.54;8.089;2.629;0.05;0.023;6.836;0.13;0.06
"Australia";2001;"AUS";19248146;713625763840;41.562;0.8;0.357;721.974;9345.315;179.88;161.101;112110.586;2157.921;80.21;224.26;224.26;0.776;10.126;68338.281;1.843;10754.282;207;92.304;1272.85;24.5;14.49;16958.162;326.413;10.925;161.91;837.483;16.12;7.188;896.71;17.26;7.696;0;0;0;0;0;0;0;0;136.117;2.62;-32.229;20736.932;399.147;1.168;0.798;NA;41.433;NA;0.356;NA;11650.992;1315.385;896.71;17.26;7.696;2.598;0.05;0.022;15.066;0.29;0.129
"Australia";2002;"AUS";19475842;746683498496;65.209;1.27;0.568;710.457;8824.266;171.86;66.125;114195.133;2224.046;76.898;223.49;223.49;2.004;26.36;68892.781;1.797;10553.587;205.54;91.968;1568.61;30.55;3.598;16944.664;330.012;13.67;158.78;826.152;16.09;7.199;921.655;17.95;8.032;0;0;0;0;0;0;0;0;160.712;3.13;-2.48;20367.172;396.668;1.401;1.267;NA;65.045;NA;0.567;NA;11475.242;1341.745;921.655;17.95;8.032;3.081;0.06;0.027;27.213;0.53;0.237
