"country";"year";"iso_code";"population";"gdp";"biofuel_elec_per_capita";"biofuel_electricity";"biofuel_share_elec";"carbon_intensity_elec";"coal_elec_per_capita";"coal_electricity";"coal_prod_change_twh";"coal_prod_per_capita";"coal_production";"coal_share_elec";"electricity_demand";"electricity_generation";"energy_cons_change_pct";"energy_cons_change_twh";"energy_per_capita";"energy_per_gdp";"fossil_elec_per_capita";"fossil_electricity";"fossil_share_elec";"gas_elec_per_capita";"gas_electricity";"gas_prod_change_twh";"gas_prod_per_capita";"gas_production";"gas_share_elec";"greenhouse_gas_emissions";"hydro_elec_per_capita";"hydro_electricity";"hydro_share_elec";"low_carbon_elec_per_capita";"low_carbon_electricity";"low_carbon_share_elec";"net_elec_imports";"net_elec_imports_share_demand";"nuclear_cons_change_twh";"nuclear_consumption";"nuclear_elec_per_capita";"nuclear_electricity";"nuclear_energy_per_capita";"nuclear_share_elec";"oil_elec_per_capita";"oil_electricity";"oil_prod_change_twh";"oil_prod_per_capita";"oil_production";"oil_share_elec";"other_renewable_electricity";"other_renewable_exc_biofuel_electricity";"other_renewables_elec_per_capita";"other_renewables_elec_per_capita_exc_biofuel";"other_renewables_share_elec";"other_renewables_share_elec_exc_biofuel";"per_capita_electricity";"primary_energy_consumption";"renewables_elec_per_capita";"renewables_electricity";"renewables_share_elec";"solar_elec_per_capita";"solar_electricity";"solar_share_elec";"wind_elec_per_capita";"wind_electricity";"wind_share_elec"
"Canada";2007;"CAN";32862458;1381196103680;252.872;8.31;1.356;195.507;2995.211;98.43;10.412;12632.872;415.147;16.058;582.02;612.97;3.815;143.895;119158.602;2.835;4549.264;149.5;24.389;1210.196;39.77;-47.183;53154.609;1746.791;6.488;119.84;11073.73;363.91;59.368;14103.327;463.47;75.611;-30.95;-5.318;-13.736;251.888;2683.609;88.19;7664.916;14.387;343.857;11.3;54.357;55092.312;1810.469;1.843;8.33;0.02;253.481;0.609;1.359;0.003;18652.59;3915.844;11419.718;375.28;61.223;0.913;0.03;0.005;91.594;3.01;0.491
"Canada";2008;"CAN";33218542;1398902882304;225.778;7.5;1.22;186.071;2853.828;94.8;-1.216;12460.845;413.931;15.419;582.66;614.82;-1.189;-46.577;116479.148;2.766;4259.669;141.5;23.015;1121.964;37.27;-81.875;50120.082;1664.916;6.062;114.4;11249.139;373.68;60.779;14248.669;473.32;76.985;-32.16;-5.52;5.232;257.12;2658.154;88.3;7740.266;14.362;283.878;9.43;-28.288;53650.191;1782.181;1.534;7.51;0.01;226.079;0.301;1.221;0.002;18508.338;3869.268;11590.515;385.02;62.623;1.204;0.04;0.007;114.093;3.79;0.616
"Canada";2009;"CAN";33593920;1361508171776;247.069;8.3;1.395;173.657;2340.9;78.64;-28.454;11474.597;385.477;13.214;561.52;595.14;-3.917;-151.569;110665.805;2.731;3869.152;129.98;21.84;1250.822;42.02;-114.408;46154.43;1550.508;7.061;103.35;10863.87;364.96;61.323;13846.554;465.16;78.16;-33.62;-5.987;-17.365;239.755;2534.089;85.13;7136.86;14.304;277.431;9.32;-1.017;53020.418;1781.164;1.566;8.33;0.03;247.962;0.893;1.4;0.005;17715.707;3717.698;11312.464;380.03;63.856;2.977;0.1;0.017;197.655;6.64;1.116
"Canada";2010;"CAN";33963416;1407421775872;269.996;9.17;1.576;175.624;2266.851;76.99;26.532;12130.962;412.009;13.233;556.11;581.81;0.936;34.781;110485.93;2.666;3837.07;130.32;22.399;1384.136;47.01;-54.597;44044.77;1495.911;8.08;102.18;10242.491;347.87;59.791;13293.421;451.49;77.601;-25.7;-4.621;0.029;239.784;2518.298;85.53;7060.056;14.701;186.083;6.32;86.968;55004.227;1868.131;1.086;9.2;0.03;270.88;0.883;1.581;0.005;17130.49;3752.479;10775.124;365.96;62.9;7.361;0.25;0.043;254.391;8.64;1.485
"Canada";2011;"CAN";34323536;1455579594752;263.376;9.04;1.478;165.405;2060.103;70.71;0.441;12016.543;412.45;11.563;574.97;611.53;3.771;141.502;113449.32;2.675;3832.355;131.54;21.51;1612.305;55.34;14.802;44013.918;1510.713;9.049;101.15;10837.171;371.97;60.826;13984.281;479.99;78.49;-36.56;-6.359;6.242;246.025;2572.287;88.29;7167.829;14.438;159.949;5.49;110.49;57646.199;1978.621;0.898;9.07;0.03;264.25;0.874;1.483;0.005;17816.639;3893.982;11411.995;391.7;64.052;16.607;0.57;0.093;293.967;10.09;1.65
"Canada";2012;"CAN";34691876;1479801044992;281.622;9.77;1.596;155.473;1790.044;62.1;2.373;11957.354;414.823;10.143;565.28;612.26;0.305;11.862;112586.703;2.639;3587.007;124.44;20.325;1632.371;56.63;-7.661;43325.762;1503.052;9.249;95.19;10851.531;376.46;61.487;14061.506;487.82;79.675;-46.98;-8.311;1.836;247.861;2579.566;89.49;7144.64;14.616;164.592;5.71;148.656;61319.188;2127.278;0.933;9.8;0.03;282.487;0.865;1.601;0.005;17648.512;3905.844;11481.938;398.33;65.059;25.078;0.87;0.142;322.842;11.2;1.829
"Canada";2013;"CAN";35063696;1514897276928;281.773;9.88;1.549;149.674;1801.578;63.17;8.958;12086.044;423.781;9.906;586.84;637.72;2.386;93.208;114051.086;2.64;3511.324;123.12;19.306;1539.769;53.99;16.151;43326.961;1519.203;8.466;95.45;11061.868;387.87;60.821;14676.147;514.6;80.694;-50.88;-8.67;20.784;268.645;2782.935;97.58;7661.622;15.301;169.976;5.96;145.336;64813.875;2272.614;0.935;9.89;0.01;282.058;0.285;1.551;0.002;18187.473;3999.052;11893.213;417.02;65.392;42.209;1.48;0.232;507.077;17.78;2.788
"Canada";2014;"CAN";35404616;1552197222400;244.601;8.66;1.361;147.935;1733.107;61.36;-3.224;11878.59;420.557;9.646;588.76;636.09;0.217;8.694;113198.414;2.582;3476.948;123.1;19.353;1624.929;57.53;70.713;44907.027;1589.916;9.044;94.1;10695.78;378.68;59.532;14489.354;512.99;80.647;-47.33;-8.039;8.307;276.951;2858.667;101.21;7822.464;15.911;118.911;4.21;167.093;68909.281;2439.707;0.662;8.68;0.02;245.166;0.565;1.365;0.003;17966.303;4007.746;11630.687;411.78;64.736;59.314;2.1;0.33;630.426;22.32;3.509
"Canada";2015;"CAN";35732120;1565171122176;254.953;9.11;1.426;148.585;1658.732;59.27;-41.54;10607.186;379.017;9.276;576.78;638.96;0.652;26.115;112891.758;2.577;3522.041;125.85;19.696;1735.693;62.02;17.641;44989.121;1607.557;9.706;94.94;10589.072;378.37;59.217;14359.909;513.11;80.304;-62.18;-10.781;-15.69;261.261;2688.058;96.05;7311.664;15.032;127.616;4.56;73.239;70327.359;2512.946;0.714;9.12;0.01;255.233;0.28;1.427;0.002;17881.951;4033.862;11671.852;417.06;65.272;80.32;2.87;0.449;747.227;26.7;4.179
"Canada";2016;"CAN";36113532;1586146836480;284.381;10.27;1.593;145.234;1628.475;58.81;1.586;10539.086;380.604;9.119;581.09;644.89;-1.36;-54.844;110180.789;2.509;3398.172;122.72;19.03;1648.412;59.53;42.806;45699.285;1650.363;9.231;93.66;10566.122;381.58;59.17;14459.122;522.17;80.97;-63.8;-10.979;-2.515;258.746;2649.699;95.69;7164.793;14.838;121.284;4.38;32.221;70476.812;2545.167;0.679;10.29;0.02;284.935;0.554;1.596;0.003;17857.297;3979.017;11809.424;426.48;66.132;110.485;3.99;0.619;847.882;30.62;4.748
"Canada";2017;"CAN";36554344;1636443488256;270.83;9.9;1.536;136.868;1525.947;55.78;-11.066;10109.271;369.538;8.652;582.56;644.71;1.523;60.588;110509.586;2.469;3114.541;113.85;17.659;1493.12;54.58;62.322;46853.109;1712.685;8.466;88.24;10686.555;390.64;60.592;14522.487;530.86;82.341;-62.15;-10.668;-1.851;256.895;2614.464;95.57;7027.762;14.824;95.474;3.49;206.769;75283.406;2751.936;0.541;9.91;0.01;271.103;0.274;1.537;0.002;17637.029;4039.605;11908.024;435.29;67.517;96.842;3.54;0.549;853.524;31.2;4.839
"Canada";2018;"CAN";37035260;1669401542656;251.382;9.31;1.464;132.918;1264.741;46.84;-30.122;9164.674;339.416;7.366;587.67;635.88;0.903;36.469;110059.281;2.442;3048.176;112.89;17.753;1687.581;62.5;55.083;47732.031;1767.768;9.829;84.52;10315.035;382.02;60.077;14121.407;522.99;82.247;-48.21;-8.204;-2.933;253.962;2565.933;95.03;6857.303;14.945;95.855;3.55;245.639;80938.406;2997.575;0.558;9.33;0.02;251.922;0.54;1.467;0.003;17169.584;4076.074;11555.474;427.96;67.302;101.525;3.76;0.591;886.992;32.85;5.166
"Canada";2019;"CAN";37522584;NA;241.188;9.05;1.441;131.165;1172.894;44.01;-4.809;8917.488;334.607;7.009;580.9;627.91;-0.598;-24.357;107980.758;NA;2959.285;111.04;17.684;1706.439;64.03;-71.499;45206.629;1696.27;10.197;82.36;10020.099;375.98;59.878;13774.903;516.87;82.316;-47.01;-8.093;0.234;254.196;2544.334;95.47;6774.488;15.204;79.952;3;66.49;81659.219;3064.065;0.478;9.05;0;241.188;0;1.441;0;16734.188;4051.717;11230.569;421.4;67.112;107.668;4.04;0.643;861.615;32.33;5.149
"Canada";2020;"CAN";37888704;NA;215.368;8.16;1.308;119.856;909.506;34.46;-15.357;8426.001;319.25;5.522;566.5;624.08;-6.022;-244.005;100497.281;NA;2701.597;102.36;16.402;1723.469;65.3;-40.14;43710.391;1656.13;10.463;74.8;10053.92;380.93;61.039;13769.803;521.72;83.598;-57.58;-10.164;-8.447;245.749;2445.32;92.65;6486.074;14.846;68.622;2.6;-133.041;77358.781;2931.024;0.417;8.16;0;215.368;0;1.308;0;16471.4;3807.712;11324.483;429.07;68.752;111.907;4.24;0.679;943.289;35.74;5.727
"Canada";2021;"CAN";38155012;NA;236.928;9.04;1.444;126.464;861.224;32.86;17.284;8820.183;336.534;5.25;587.88;625.95;0.945;35.982;100738.891;NA;2937.229;112.07;17.904;2003.669;76.45;67.357;45170.664;1723.487;12.213;79.16;9884.94;377.16;60.254;13468.218;513.88;82.096;-38.07;-6.476;-14.779;230.97;2289.608;87.36;6053.456;13.956;72.337;2.76;169.753;81267.891;3100.777;0.441;9.04;0;236.928;0;1.444;0;16405.445;3843.694;11178.609;426.52;68.14;133.927;5.11;0.816;922.815;35.21;5.625
"Canada";2022;"CAN";38454328;NA;230.663;8.87;1.389;125.842;956.719;36.79;-9.009;8517.256;327.525;5.763;596.39;638.42;2.207;84.812;102160.289;NA;2888.362;111.07;17.398;1852.847;71.25;126.676;48113.273;1850.164;11.16;80.34;10207.174;392.51;61.481;13713.67;527.35;82.602;-42.03;-7.047;-14.209;216.76;2139.681;82.28;5636.829;12.888;78.795;3.03;85.65;82862.633;3186.427;0.475;8.87;0;230.663;0;1.389;0;16602.031;3928.505;11573.99;445.07;69.714;144.587;5.56;0.871;991.566;38.13;5.973
"Chile";1999;"CHL";15176418;224247365632;NA;NA;NA;NA;NA;NA;-2.337;163.81;2.486;NA;NA;38.384;4.135;11.639;19313.859;1.307;NA;NA;NA;NA;NA;-8.593;860.039;13.052;NA;NA;894.612;13.577;35.372;990.155;15.027;39.149;NA;NA;0;0;0;0;0;0;NA;NA;-0.453;452.844;6.873;NA;1.45;NA;95.543;NA;3.778;NA;2529.187;293.115;990.155;15.027;39.149;0;0;0;0;0;0
"Chile";2000;"CHL";15351803;232506474496;NA;NA;NA;352.442;581.039;8.92;-0.61;122.206;1.876;22.931;40.09;38.9;4.87;14.276;20023.135;1.322;1330.137;20.42;52.494;649.435;9.97;-0.653;807.703;12.4;25.63;13.71;1203.767;18.48;47.506;1203.767;18.48;47.506;1.19;2.968;0;0;0;0;0;0;99.663;1.53;-0.855;391.998;6.018;3.933;1.375;0;89.566;0;3.535;0;2533.905;307.391;1203.767;18.48;47.506;0;0;0;0;0;0
"Chile";2001;"CHL";15523973;238843494400;NA;NA;NA;300.837;369.751;5.74;1.076;190.19;2.953;14.131;41.97;40.62;1.937;5.954;20184.58;1.312;1261.919;19.59;48.227;823.887;12.79;0.653;840.785;13.052;31.487;12.22;1354.679;21.03;51.773;1354.679;21.03;51.773;1.35;3.217;0;0;0;0;0;0;68.281;1.06;0.338;409.399;6.356;2.61;1.683;0;108.413;0;4.143;0;2616.598;313.345;1354.679;21.03;51.773;0;0;0;0;0;0
"Chile";2002;"CHL";15693798;242409652224;NA;NA;NA;297.38;409.079;6.42;-0.733;141.426;2.22;15.152;44.17;42.37;2.38;7.457;20441.285;1.323;1266.105;19.87;46.896;794.581;12.47;8.409;1367.514;21.461;29.431;12.6;1433.687;22.5;53.104;1433.687;22.5;53.104;1.8;4.075;0;0;0;0;0;0;62.445;0.98;-0.284;386.845;6.071;2.313;1.781;0;113.484;0;4.203;0;2699.792;320.801;1433.687;22.5;53.104;0;0;0;0;0;0
"Chile";2003;"CHL";15859114;249686491136;NA;NA;NA;314.134;387.159;6.14;0.733;186.171;2.953;13.602;46.84;45.14;0.526;1.688;20334.662;1.292;1469.187;23.3;51.617;1016.45;16.12;-3.532;1130.57;17.93;35.711;14.18;1377.126;21.84;48.383;1377.126;21.84;48.383;1.7;3.629;0;0;0;0;0;0;65.577;1.04;0.028;384.605;6.1;2.304;1.695;0;106.879;0;3.755;0;2846.313;322.49;1377.126;21.84;48.383;0;0;0;0;0;0
"Chile";2004;"CHL";16017966;262973259776;NA;NA;NA;356.967;555.626;8.9;-1.758;74.562;1.194;18.29;50.56;48.66;6.763;21.809;21494.553;1.309;1734.927;27.79;57.111;1086.904;17.41;-0.163;1109.183;17.767;35.779;17.37;1302.912;20.87;42.889;1302.912;20.87;42.889;1.9;3.758;0;0;0;0;0;0;92.396;1.48;-0.403;355.625;5.696;3.042;2.031;0;126.795;0;4.174;0;3037.839;344.299;1302.912;20.87;42.889;0;0;0;0;0;0
"Chile";2005;"CHL";16175315;276230012928;NA;NA;NA;327.143;522.401;8.45;1.594;172.391;2.788;16.693;52.77;50.62;3.784;13.028;22090.879;1.294;1557.93;25.2;49.783;796.893;12.89;3.119;1291.199;20.886;25.464;16.56;1571.53;25.42;50.217;1571.53;25.42;50.217;2.15;4.074;0;0;0;0;0;0;238.635;3.86;-0.372;329.144;5.324;7.625;1.79;0;110.662;0;3.536;0;3129.46;357.327;1571.53;25.42;50.217;0;0;0;0;0;0
"Chile";2006;"CHL";16334573;291801038848;NA;NA;NA;324.062;710.762;11.61;0.666;211.505;3.455;21.673;55.86;53.57;3.458;12.355;22631.893;1.267;1563.555;25.54;47.676;752.392;12.29;-0.826;1228.051;20.06;22.942;17.36;1715.992;28.03;52.324;1715.992;28.03;52.324;2.29;4.1;0;0;0;0;0;0;100.401;1.64;-1.069;260.506;4.255;3.061;1.431;0;87.606;0;2.671;0;3279.547;369.682;1715.992;28.03;52.324;0;0;0;0;0;0
"Chile";2007;"CHL";16495543;304165388288;NA;NA;NA;439.264;862.657;14.23;-2.209;75.511;1.246;25.42;57.61;55.98;-0.104;-0.384;22387.779;1.214;2042.37;33.69;60.182;354.035;5.84;-0.739;1171.272;19.321;10.432;24.59;1351.274;22.29;39.818;1351.274;22.29;39.818;1.63;2.829;0;0;0;0;0;0;825.678;13.62;-0.949;200.456;3.307;24.33;2.696;0;163.438;0;4.816;0;3393.644;369.299;1351.274;22.29;39.818;0;0;0;0;0;0
"Chile";2008;"CHL";16661463;312737595392;NA;NA;NA;435.338;887.677;14.79;2.173;205.202;3.419;26.237;57.52;56.37;0.002;0.007;22165.26;1.181;1956.011;32.59;57.814;177.655;2.96;-0.489;1130.259;18.832;5.251;24.54;1425.445;23.75;42.132;1427.246;23.78;42.186;1.15;1.999;0;0;0;0;0;0;890.678;14.84;0.394;222.124;3.701;26.326;3.588;0;215.361;0;6.365;0;3383.256;369.306;1427.246;23.78;42.186;0;0;0;1.801;0.03;0.053
"Chile";2009;"CHL";16833450;305748115456;NA;NA;NA;420.886;906.528;15.26;-0.159;193.666;3.26;26.918;58.04;56.69;-4.044;-14.933;21051.678;1.159;1908.105;32.12;56.659;293.463;4.94;2.204;1249.654;21.036;8.714;23.86;1455.436;24.5;43.217;1459.594;24.57;43.341;1.35;2.326;0;0;0;0;0;0;708.114;11.92;0.356;241.01;4.057;21.027;3.392;0;201.485;0;5.983;0;3367.699;354.372;1459.594;24.57;43.341;0;0;0;4.158;0.07;0.123
"Chile";2010;"CHL";17004166;321390903296;NA;NA;NA;445.074;1029.16;17.5;-0.087;186.597;3.173;30.038;59.22;58.26;2.702;9.575;21403.439;1.132;2158.883;36.71;63.011;666.895;11.34;-0.769;1191.877;20.267;19.464;25.93;1248.518;21.23;36.44;1267.337;21.55;36.989;0.96;1.621;0;0;0;0;0;0;462.828;7.87;2.441;382.155;6.498;13.508;3.412;0;200.685;0;5.857;0;3426.219;363.948;1267.337;21.55;36.989;0;0;0;18.819;0.32;0.549
"Chile";2011;"CHL";17173568;338634309632;NA;NA;NA;474.049;1233.873;21.19;0.179;195.203;3.352;34.155;62.77;62.04;5.98;21.764;22459.619;1.139;2387.39;41;66.086;648.089;11.13;-2.979;1006.648;17.288;17.94;29.41;1206.505;20.72;33.398;1225.139;21.04;33.914;0.73;1.163;0;0;0;0;0;0;505.428;8.68;0.047;381.115;6.545;13.991;4.314;0;251.225;0;6.954;0;3612.528;385.712;1225.139;21.04;33.914;0;0;0;18.633;0.32;0.516
"Chile";2012;"CHL";17341770;356694163456;NA;NA;NA;496.502;1518.876;26.34;0.297;210.453;3.65;40.055;65.76;65.76;4.416;17.035;23224.074;1.129;2604.694;45.17;68.689;719.65;12.48;-3.653;786.222;13.634;18.978;32.65;1164.818;20.2;30.718;1187.307;20.59;31.311;0;0;0;0;0;0;0;0;366.168;6.35;-0.177;367.229;6.368;9.656;5.983;0;345.015;0;9.098;0;3792;402.747;1187.307;20.59;31.311;0;0;0;22.489;0.39;0.593
"Chile";2013;"CHL";17509926;370745311232;NA;NA;NA;519.877;1773.28;31.05;11.872;886.422;15.521;45.548;68.17;68.17;2.734;11.013;23629.986;1.116;2741.302;48;70.412;642.493;11.25;-3;607.32;10.634;16.503;35.44;1119.936;19.61;28.766;1151.918;20.17;29.588;0;0;0;0;0;0;0;0;325.53;5.7;-0.478;336.403;5.89;8.361;6.896;0;393.834;0;10.116;0;3893.22;413.759;1151.918;20.17;29.588;0.571;0.01;0.015;31.411;0.55;0.807
"Chile";2014;"CHL";17687108;377993625600;NA;NA;NA;472.909;1603.428;28.36;5.731;1201.561;21.252;40.543;69.95;69.95;-1.021;-4.225;23154.375;1.083;2516.522;44.51;63.631;563.122;9.96;-1.947;491.169;8.687;14.239;33.08;1331.478;23.55;33.667;1438.336;25.44;36.369;0;0;0;0;0;0;0;0;349.972;6.19;-0.857;284.568;5.033;8.849;4.99;0;282.119;0;7.133;0;3954.858;409.534;1438.336;25.44;36.369;26.008;0.46;0.658;80.85;1.43;2.044
"Chile";2015;"CHL";17870122;386428796928;NA;NA;NA;456.585;1572.457;28.1;-4.389;943.642;16.863;39.164;71.75;71.75;1.147;4.696;23180.021;1.072;2482.915;44.37;61.84;620.029;11.08;2.272;613.302;10.96;15.443;32.76;1337.988;23.91;33.324;1532.166;27.38;38.16;0;0;0;0;0;0;0;0;290.429;5.19;-0.715;241.669;4.319;7.233;5.566;0;311.477;0;7.758;0;4015.082;414.23;1532.166;27.38;38.16;76.664;1.37;1.909;117.515;2.1;2.927
"Chile";2016;"CHL";18083880;392579481600;NA;NA;NA;494.411;1766.767;31.95;-3.349;747.32;13.514;43.552;73.36;73.36;4.749;19.674;23993.93;1.105;2714.572;49.09;66.917;667.445;12.07;2.164;725.698;13.123;16.453;36.27;1076.096;19.46;26.527;1342.079;24.27;33.083;0;0;0;0;0;0;0;0;280.36;5.07;-1.128;176.435;3.191;6.911;6.722;0;371.724;0;9.163;0;4056.652;433.903;1342.079;24.27;33.083;141.563;2.56;3.49;124.42;2.25;3.067
"Chile";2017;"CHL";18368582;397188366336;NA;NA;NA;445.971;1600.015;29.39;NA;NA;NA;39.598;74.18;74.22;3.79;16.444;24517.238;1.134;2444.391;44.9;60.496;677.243;12.44;NA;NA;NA;16.761;33.1;1187.354;21.81;29.386;1596.204;29.32;39.504;-0.04;-0.054;0;0;0;0;0;0;167.133;3.07;NA;NA;NA;4.136;7.449;0.06;405.546;3.266;10.037;0.081;4040.595;450.347;1596.204;29.32;39.504;212.319;3.9;5.255;193.265;3.55;4.783
"Chile";2018;"CHL";18701452;412833611776;NA;NA;NA;425.072;1567.258;29.31;NA;NA;NA;38.194;76.74;76.74;3.982;17.931;25039.641;1.134;2344.738;43.85;57.141;626.155;11.71;NA;NA;NA;15.259;32.62;1241.08;23.21;30.245;1758.687;32.89;42.859;0;0;0;0;0;0;0;0;151.325;2.83;NA;NA;NA;3.688;9.157;0.21;489.655;11.229;11.933;0.274;4103.425;468.278;1758.687;32.89;42.859;291.421;5.45;7.102;214.957;4.02;5.238
"Chile";2019;"CHL";19039484;NA;NA;NA;NA;424.861;1491.637;28.4;NA;NA;NA;36.697;77.39;77.39;1.217;5.701;24894.514;NA;2371.913;45.16;58.354;753.172;14.34;NA;NA;NA;18.53;32.88;1094.042;20.83;26.916;1692.798;32.23;41.646;0;0;0;0;0;0;0;0;127.104;2.42;NA;NA;NA;3.127;7.931;0.2;416.569;10.504;10.248;0.258;4064.711;473.979;1692.798;32.23;41.646;335.093;6.38;8.244;253.158;4.82;6.228
"Chile";2020;"CHL";19300318;NA;NA;NA;NA;409.646;1399.459;27.01;NA;NA;NA;34.74;77.75;77.75;-6.646;-31.501;22925.926;NA;2263.693;43.69;56.193;719.159;13.88;NA;NA;NA;17.852;31.85;1068.894;20.63;26.534;1764.738;34.06;43.807;0;0;0;0;0;0;0;0;145.075;2.8;NA;NA;NA;3.601;7.152;0.25;370.556;12.953;9.199;0.322;4028.431;442.478;1764.738;34.06;43.807;395.848;7.64;9.826;287.042;5.54;7.125
"Chile";2021;"CHL";19493184;NA;NA;NA;NA;416.881;1419.47;27.67;NA;NA;NA;33.947;81.51;81.51;7.77;34.379;24462.756;NA;2395.709;46.7;57.294;743.337;14.49;NA;NA;NA;17.777;33.98;845.424;16.48;20.218;1785.752;34.81;42.706;0;0;0;0;0;0;0;0;232.902;4.54;NA;NA;NA;5.57;6.574;0.33;337.223;16.929;8.065;0.405;4181.461;476.857;1785.752;34.81;42.706;553.527;10.79;13.238;369.873;7.21;8.846
"Chile";2022;"CHL";19603736;NA;NA;NA;NA;332.612;977.365;19.16;NA;NA;NA;23.023;83.22;83.22;4.185;19.955;25342.707;NA;1997.068;39.15;47.044;810.56;15.89;NA;NA;NA;19.094;27.68;1033.987;20.27;24.357;2248.041;44.07;52.956;0;0;0;0;0;0;0;0;209.144;4.1;NA;NA;NA;4.927;6.23;0.46;317.778;23.465;7.486;0.553;4245.109;496.812;2248.041;44.07;52.956;740.675;14.52;17.448;449.914;8.82;10.598
"China";1999;"CHN";1255433216;5578502963200;NA;NA;NA;NA;772.39;969.684;185.898;6317.854;7931.644;78.245;NA;1239.3;3.504;385.501;9069.433;2.041;816.259;1024.758;82.688;3.834;4.813;19.341;202.29;253.962;0.388;NA;156.583;196.58;15.862;170.889;214.54;17.311;NA;NA;2.409;42.418;11.907;14.949;33.788;1.206;40.035;50.261;0.465;1484.236;1863.359;4.056;2.52;NA;2.007;NA;0.203;NA;987.149;11386.067;158.982;199.591;16.105;0.014;0.017;0.001;0.377;0.474;0.038
"China";2000;"CHN";1264099072;5952682590208;2.009;2.54;0.187;672.367;838.748;1060.26;294.467;6507.489;8226.111;78.213;1346.85;1355.6;3.638;414.216;9334.936;1.982;880.706;1113.3;82.126;4.565;5.77;20.177;216.866;274.14;0.426;911.46;175.943;222.41;16.407;191.678;242.3;17.874;-8.75;-0.65;5.073;47.491;13.243;16.74;37.569;1.235;37.394;47.27;27.912;1496.141;1891.271;3.487;2.537;NA;2.007;NA;0.187;NA;1072.384;11800.283;178.435;225.56;16.639;0.016;0.02;0.001;0.467;0.59;0.044
"China";2001;"CHN";1272739584;6329737412608;2.004;2.55;0.172;654.88;887.173;1129.14;489.118;6847.614;8715.229;76.253;1472.19;1480.79;5.676;669.779;9797.812;1.97;929.169;1182.59;79.862;3.874;4.93;31.536;240.171;305.676;0.333;969.74;217.979;277.43;18.735;234.298;298.2;20.138;-8.6;-0.584;1.764;49.255;13.726;17.47;38.7;1.18;38.122;48.52;25.702;1506.178;1916.973;3.277;2.554;NA;2.007;NA;0.172;NA;1163.467;12470.062;220.571;280.73;18.958;0.024;0.03;0.002;0.566;0.72;0.049
"China";2002;"CHN";1280926080;6814493573120;1.991;2.55;0.154;663.279;1001.283;1282.57;592.092;7266.088;9307.321;77.543;1645.61;1654.01;8.905;1110.428;10602.087;1.993;1044.143;1337.47;80.862;3.271;4.19;23.503;256.985;329.179;0.253;1097.07;224.814;287.97;17.41;247.118;316.54;19.138;-8.4;-0.51;21.123;70.378;19.619;25.13;54.943;1.519;39.589;50.71;23.679;1515.038;1940.652;3.066;2.546;NA;1.988;NA;0.154;NA;1291.261;13580.49;227.499;291.41;17.618;0.039;0.05;0.003;0.656;0.84;0.051
"China";2003;"CHN";1288873344;7248622387200;1.971;2.54;0.133;677.915;1179.301;1519.97;1686.98;8530.165;10994.302;79.555;1903.22;1910.58;16.481;2238.266;12273.32;2.182;1225.846;1579.96;82.695;4.003;5.16;23.725;273.808;352.904;0.27;1295.21;220.099;283.68;14.848;256.519;330.62;17.305;-7.36;-0.387;50.24;120.618;33.626;43.34;93.584;2.268;42.541;54.83;31.622;1530.231;1972.274;2.87;2.536;NA;1.968;NA;0.133;NA;1482.364;15818.756;222.892;287.28;15.036;0.047;0.06;0.003;0.776;1;0.052
"China";2004;"CHN";1296816768;7830953263104;1.951;2.53;0.115;667.9;1328.191;1722.42;1879.428;9927.177;12873.729;78.174;2197.23;2203.31;17.008;2690.379;14272.745;2.364;1384.475;1795.41;81.487;5.753;7.46;64.957;322.221;417.861;0.339;1471.59;272.621;353.54;16.046;314.539;407.9;18.513;-6.08;-0.277;18.939;139.558;38.918;50.47;107.616;2.291;50.531;65.53;51.939;1560.909;2024.213;2.974;2.528;NA;1.949;NA;0.115;NA;1699.014;18509.135;275.621;357.43;16.222;0.062;0.08;0.004;0.987;1.28;0.058
"China";2005;"CHN";1304887552;8602940080128;4.077;5.32;0.213;670.506;1517.487;1980.15;1567.26;11066.846;14440.989;79.198;2494.08;2500.26;13.604;2518.029;16114.158;2.444;1565.499;2042.8;81.703;9.303;12.14;79.218;380.937;497.08;0.486;1676.44;304.256;397.02;15.879;350.574;457.46;18.296;-6.18;-0.248;6.313;145.871;40.685;53.09;111.788;2.123;38.708;50.51;84.921;1616.334;2109.134;2.02;5.322;NA;4.079;NA;0.213;NA;1916.073;21027.164;309.889;404.37;16.173;0.061;0.08;0.003;1.494;1.95;0.078
"China";2006;"CHN";1313086592;9489543593984;5.43;7.13;0.249;676.615;1753.441;2302.42;1008.565;11765.831;15449.555;80.344;2858.84;2865.72;9.612;2021.203;17552.816;2.429;1800.46;2364.16;82.498;18.14;23.82;93.056;449.427;590.136;0.831;1938.99;331.882;435.79;15.207;381.97;501.56;17.502;-6.88;-0.241;3.874;149.745;41.764;54.84;114.041;1.914;28.879;37.92;39.691;1636.469;2148.825;1.323;7.133;NA;5.432;NA;0.249;NA;2182.43;23048.367;340.206;446.72;15.588;0.069;0.09;0.003;2.825;3.71;0.129
