"country";"year";"population";"gdp";"carbon_intensity_elec";"coal_electricity";"coal_production";"electricity_demand";"electricity_generation";"energy_cons_change_pct";"energy_per_gdp";"fossil_electricity";"gas_electricity";"gas_production";"greenhouse_gas_emissions";"hydro_electricity";"net_elec_imports";"nuclear_consumption";"nuclear_electricity";"oil_electricity";"oil_production";"other_renewable_electricity";"primary_energy_consumption";"renewables_electricity";"solar_electricity";"wind_electricity"
"Algeria";2000;30.774624;208.55414784;495.186;0;0;23.82;23.89;-3.689;1.438;23.84;23.11;918.886;11.83;0.05;-0.07;0;0;0.73;776.733;0;299.946;0.05;0;0
"Algeria";2001;31.200984;223.420301312;494.606;0;0;24.98;25.03;3.623;1.391;24.96;24.23;864.725;12.38;0.07;-0.05;0;0;0.73;764.684;0;310.813;0.07;0;0
"Algeria";2002;31.6247;245.36088576;493.267;0;0;25.97;25.99;3.583;1.312;25.93;25.37;889.416;12.82;0.06;-0.02;0;0;0.56;824.497;0;321.951;0.06;0;0
"Algeria";2003;32.055882;273.56864512;490.831;0;0;27.82;27.81;4.65;1.232;27.55;26.9;938.576;13.65;0.26;0.01;0;0;0.65;918.828;0;336.922;0.26;0;0
"Algeria";2004;32.510184;296.773615616;490.983;0;0;29.4;29.39;3.816;1.179;29.14;28.49;920.549;14.43;0.25;0.01;0;0;0.65;971.698;0;349.778;0.25;0;0
"Algeria";2005;32.95669;326.854475776;486.368;0;0;31.99;31.91;4.715;1.121;31.36;30.66;849.117;15.52;0.55;0.08;0;0;0.7;1005.27;0;366.272;0.55;0;0
"Algeria";2006;33.435082;345.70534912;491.699;0;0;33.21;33.13;3.535;1.097;32.91;32.2;812.995;16.29;0.22;0.08;0;0;0.71;1002.529;0;379.22;0.22;0;0
"Algeria";2007;33.983836;371.665207296;491.71;0;0;34.99;34.98;5.385;1.075;34.76;34.01;816.46;17.2;0.22;0.01;0;0;0.75;1005.786;0;399.64;0.22;0;0
"Algeria";2008;34.569592;395.658559488;490.88;0;0;37.78;37.83;5.985;1.071;37.55;36.81;826.008;18.57;0.28;-0.05;0;0;0.74;985.771;0;423.557;0.28;0;0
"Algeria";2009;35.19604;418.247671808;489.503;0;0;36.17;36.2;5.974;1.073;35.9;35.33;765.669;17.72;0.3;-0.03;0;0;0.57;898.231;0;448.859;0.3;0;0
"Algeria";2010;35.856348;450.705883136;492.558;0;0;42.93;43;-2.198;0.974;42.83;41.92;773.966;21.18;0.17;-0.07;0;0;0.91;858.003;0;438.995;0.17;0;0
"Algeria";2011;36.543548;482.034778112;489.516;0;0;48.03;48.17;5.807;0.964;47.67;46.67;795.987;23.58;0.5;-0.14;0;0;1;833.58;0;464.488;0.5;0;0
"Algeria";2012;37.260568;497.92335872;488.424;0;0;53.94;53.99;9.297;1.02;53.37;52.37;784.438;26.37;0.62;-0.05;0;0;1;781.676;0;507.672;0.62;0;0
"Algeria";2013;38.000628;511.887736832;490.589;0;0;56.23;56.32;5.772;1.049;55.99;55.14;793.389;27.63;0.33;-0.09;0;0;0.85;753.438;0;536.977;0.33;0;0
"Algeria";2014;38.760168;531.308085248;490.232;0;0;60.21;60.4;9.057;1.102;60.15;59.55;801.724;29.61;0.25;-0.19;0;0;0.6;799.807;0;585.613;0.25;0;0
"Algeria";2015;39.543148;551.519125504;491.187;0;0;64.65;64.68;5.448;1.12;64.46;63.61;814.111;31.77;0.14;-0.03;0;0;0.85;781.827;0;617.518;0.22;0.06;0.02
"Algeria";2016;40.339328;574.696128512;490.413;0;0;66.51;66.76;-0.085;1.074;66.42;65.57;913.923;32.74;0.22;-0.25;0;0;0.85;795.69;0;616.996;0.34;0.09;0.03
"Algeria";2017;41.136548;582.167232512;488.671;0;3.26;71.16;71.5;1.102;1.072;70.86;69.94;929.765;34.94;0.06;-0.34;0;0;0.92;775.116;0;623.795;0.64;0.57;0.01
"Algeria";2018;41.927008;590.317551616;487.866;0;0;72.02;72.11;7.346;1.134;71.33;70.4;938.438;35.18;0.12;-0.09;0;0;0.93;759.811;0;669.62;0.78;0.65;0.01
"Algeria";2019;42.705372;376.468996096;487.547;0;3.419;76.55;76.69;3.693;1.363;75.85;74.93;869.522;37.39;0.15;-0.14;0;0;0.92;748.158;0;694.349;0.84;0.68;0.01
"Algeria";2020;43.451668;176.75042816;486.319;0;74.248;72.67;72.73;-6.546;1.248;72.01;71.76;814.246;35.37;0.05;-0.06;0;0;0.25;670.179;0;648.899;0.72;0.66;0.01
"Algeria";2021;44.177964;403.039420416;485.49;0;84.217;77.43;77.53;8.348;0.963;76.62;76.37;1010.981;37.64;0.09;-0.1;0;0;0.25;676.866;0;703.068;0.91;0.81;0.01
"Algeria";2022;44.903228;155.624144896;654.084;2.87;0;NA;91.643;-2.588;2.639;103.96;107.93;981.75;54.97;0.077;0;0;0;0.73;740.243;0;684.87;0.769;0.682;0.01
"Argentina";2000;37.070772;536.481038336;312.962;1.67;1.702;86.47;85.25;0.389;1.303;50.37;45.76;363.812;26.68;28.49;1.22;17.527;5.99;2.94;480.871;0.36;698.777;28.89;0;0.04
"Argentina";2001;37.480492;515.221291008;263.322;1.27;1.222;88.27;86.51;-2.326;1.325;42.93;40.29;361.186;22.78;36.65;1.76;19.9;6.54;1.37;510.896;0.34;682.524;37.04;0;0.05
"Argentina";2002;37.885024;461.203406848;257.548;0.76;0.302;86.99;81.15;-4.11;1.419;39.7;38.13;351.17;20.9;35.49;5.84;16.304;5.39;0.81;503.277;0.5;654.474;36.06;0;0.07
"Argentina";2003;38.278164;504.301027328;277.595;0.88;0.585;93.18;88.15;7.186;1.391;46.74;44.87;399.114;24.47;33.47;5.03;21.056;7.03;0.99;501.183;0.83;701.506;34.38;0;0.08
"Argentina";2004;38.668796;552.377778176;318.077;1.58;0.335;99.17;95.7;6.174;1.348;57.36;51.92;436.458;30.44;30.14;3.47;21.76;7.31;3.86;477.13;0.82;744.817;31.03;0;0.07
"Argentina";2005;39.070504;604.065431552;319.849;2.05;0.164;104.74;100.86;6.134;1.309;59.89;52.39;443.752;32.26;33.66;3.88;18.885;6.37;5.45;457.862;0.86;790.507;34.6;0;0.08
"Argentina";2006;39.476856;655.699017728;320.528;1.96;0.926;113.77;111.41;5.064;1.267;65.59;55.57;448.322;35.71;37.57;2.36;21.082;7.15;8.06;458.608;1.03;830.543;38.67;0;0.07
"Argentina";2007;39.876116;718.084636672;360.061;2.31;0.723;118.47;110.87;4.226;1.205;72.97;59.4;435.972;39.92;30.06;7.6;19.683;6.72;11.26;444.434;1.06;865.645;31.18;0;0.06
"Argentina";2008;40.273768;750.663630848;366.765;1.81;1.058;120.24;114.76;1.332;1.169;76.63;61.08;428.483;42.09;30.11;5.48;19.938;6.85;13.74;439.67;1.13;877.178;31.28;0;0.04
"Argentina";2009;40.684344;709.525635072;351.763;1.66;0.539;122.46;116.3;-2.812;1.202;74.02;58.33;403.012;40.91;33.53;6.16;21.929;7.59;14.03;395.928;1.12;852.511;34.69;0;0.04
"Argentina";2010;41.100124;784.98627584;367.717;2.82;0.427;128.23;119.63;3.69;1.126;78.6;59.69;389.97;43.99;33.02;8.6;19.203;6.69;16.09;387.029;1.29;883.969;34.34;0;0.03
"Argentina";2011;41.520736;835.970465792;385.01;2.72;0.591;132.42;122.75;2.842;1.087;84.47;63.35;377.178;47.26;31.03;9.67;16.942;5.89;18.4;362.685;1.3;909.091;32.39;0;0.06
"Argentina";2012;41.952364;827.40477952;394.7;2.46;0.624;136.29;128.68;3.808;1.141;91.89;71.02;366.912;50.79;28.71;7.61;16.845;5.9;18.41;358.678;1.35;943.706;30.89;0.01;0.82
"Argentina";2013;42.388268;847.3051136;385.412;2.21;0.545;140.1;132.3;3.994;1.158;91.62;69.51;345.559;50.99;32.51;7.8;16.233;5.73;19.9;351.063;1.42;981.398;34.95;0.01;1.01
"Argentina";2014;42.824064;825.981468672;387.026;2.38;0.374;141.66;131.8;-0.157;1.186;92.18;71.28;344.859;51.01;32.33;9.86;14.334;5.26;18.52;346.415;1.39;979.858;34.36;0.02;0.62
"Argentina";2015;43.257064;847.85496064;391.683;2.23;0.223;146.75;137.79;1.743;1.176;97.22;73.99;354.911;53.97;31.94;8.96;18.19;6.64;21;349.431;1.39;996.94;33.93;0.01;0.59
"Argentina";2016;43.668236;828.372942848;395.331;1.81;0.166;149.15;139.63;-0.453;1.198;100.76;79.06;372.824;55.2;29.4;9.52;21.283;7.82;19.89;332.976;1.1;992.424;31.05;0.01;0.54
"Argentina";2017;44.054616;850.482233344;382.117;1.89;33.948;149.03;138.57;-0.103;1.166;99.34;85.6;371.499;52.95;31.46;10.46;15.547;5.77;11.85;316.803;1.37;991.397;33.46;0.02;0.61
"Argentina";2018;44.413592;829.373284352;368.579;1.91;4.14;149.34;139.78;-0.711;1.187;98.47;89.69;394.233;51.52;31.96;9.56;17.447;6.51;6.87;320.318;1.33;984.346;34.8;0.11;1.4
"Argentina";2019;44.745516;743.466663936;351.055;1.1;39.297;143.86;133.17;-5.789;0.368;90.74;86.03;416.153;46.75;27.33;10.69;21.354;7.97;3.61;335.349;1.39;927.358;34.46;0.79;4.95
"Argentina";2020;45.036032;770.496462848;347.945;1.54;0;143.41;138.7;-6.204;1.306;91.67;82.98;382.925;48.26;24.26;4.71;25.229;10.06;7.15;321.654;2.06;869.829;36.97;1.33;9.32
"Argentina";2021;45.276788;483.816439808;363.897;2.23;31.786;149.19;146.69;11.019;1.809;99.24;84.24;386.085;53.38;20.19;2.5;25.536;10.17;12.77;338.257;2.11;965.672;37.28;2.17;12.81
"Argentina";2022;45.510324;994.06774272;344.307;2.14;10.696;155.49;143.68;3.656;1.21;90.96;76;415.918;49.47;26.15;11.81;18.687;7.47;12.82;381.543;2.17;1000.973;45.25;2.91;14.02
"Australia";2000;19.017968;691.886620672;729.65;180.26;1996.82;216.83;216.83;0.61;1.887;199.29;16.76;311.923;158.21;16.47;0;0;0;2.27;431.377;0.89;1305.259;17.54;0.05;0.13
"Australia";2001;19.248146;713.62576384;721.974;179.88;2157.921;224.26;224.26;0.776;1.843;207;24.5;326.413;161.91;16.12;0;0;0;2.62;399.147;0.798;1315.385;17.26;0.05;0.29
"Australia";2002;19.475842;746.683498496;710.457;171.86;2224.046;223.49;223.49;2.004;1.797;205.54;30.55;330.012;158.78;16.09;0;0;0;3.13;396.668;1.267;1341.745;17.95;0.06;0.53
"Australia";2003;19.699004;773.868617728;709.847;173.61;2299.048;225.95;225.95;1.425;1.759;207.29;30.15;337.452;160.39;16.21;0;0;0;3.53;343.35;1.692;1360.862;18.66;0.06;0.7
"Australia";2004;19.92506;809.41973504;713.999;178.96;2388.831;229.23;229.23;3.203;1.735;209.85;27.36;359.303;163.67;15.69;0;0;0;3.53;299.859;2.815;1404.444;19.38;0.07;0.8
"Australia";2005;20.171732;840.55457792;716.651;182.98;2501.289;230.74;230.74;0.421;1.678;210.02;23.26;382.353;165.36;15.47;0;0;0;3.78;294.556;3.871;1410.35;20.72;0.08;1.3
"Australia";2006;20.467032;868.838998016;712.761;185.76;2556.841;237.99;237.99;4.289;1.693;216.85;27.29;406.822;169.63;14.95;0;0;0;3.8;268.957;3.932;1470.838;21.14;0.1;2.16
"Australia";2007;20.830832;913.875861504;709.774;185.49;2640.855;243.19;243.19;2.402;1.648;222.9;33.4;427.512;172.61;13.05;0;0;0;4.01;286.446;4.275;1506.167;20.29;0.11;2.85
"Australia";2008;21.247876;942.108901376;709.308;184.24;2720.621;245.38;245.38;1.698;1.626;226.26;36.31;416.829;174.05;11.82;0;0;0;5.71;285.707;3.696;1531.745;19.12;0.14;3.46
"Australia";2009;21.660898;964.937515008;700.4;182.02;2822.834;249.9;249.9;-1.449;1.564;229.74;41.12;466.976;175.03;12.64;0;0;0;6.6;280.429;2.787;1509.545;20.16;0.29;4.44
"Australia";2010;22.019166;994.06774272;687.174;176.02;2914.79;250.97;250.97;-0.047;1.518;228.81;46.79;526.255;172.46;13.75;0;0;0;6;286.533;2.442;1508.839;22.16;0.98;4.99
"Australia";2011;22.357032;1026.035417088;661.737;171.98;2850.813;256.28;256.28;3.298;1.519;225.67;48.78;544.515;169.59;19.57;0;0;0;4.91;249.012;2.574;1558.602;30.61;2.04;6.43
"Australia";2012;22.729272;1064.162361344;658.182;165.38;3091.909;250.66;250.66;-1.443;1.443;220.39;49.81;582.858;164.98;17.04;0;0;0;5.2;246.37;3.098;1536.113;30.27;2.41;7.72
"Australia";2013;23.111788;1087.11018496;636.761;155.45;3323.743;249.56;249.56;1.268;1.431;214.03;52.72;605.766;158.91;19.09;0;0;0;5.86;204.809;3.332;1555.586;35.53;3.85;9.26
"Australia";2014;23.469578;1117.472423936;643.247;155.23;3559.449;247.65;247.65;0.699;1.402;214.89;53.66;652.744;159.3;14.48;0;0;0;6;216.372;3.546;1566.458;32.76;4.95;9.78
"Australia";2015;23.82024;1145.386827776;643.254;162.2;3555.703;253.99;253.99;2.24;1.398;218.19;49.71;742.977;163.38;14.09;0;0;0;6.28;195.421;3.678;1601.552;35.8;6.2;11.83
"Australia";2016;24.195706;1176.48130048;629.942;162.36;3563.056;258.23;258.23;0.326;1.366;216.49;48.11;940.797;162.67;17.63;0;0;0;6.02;178.546;3.628;1606.766;41.74;7.44;13.04
"Australia";2017;24.590336;1205.343092736;629.764;159.17;3473.313;258.97;258.97;-0.299;1.329;219.78;55.09;1102.946;163.09;13.5;0;0;0;5.52;161.666;3.562;1601.97;39.19;8.92;13.21
"Australia";2018;24.979228;1238.55962112;606.176;156.56;3638.038;262.63;262.63;1.467;1.312;213.14;51.46;1274.019;159.2;17.31;0;0;0;5.12;170.749;3.588;1625.465;49.49;12.33;16.26
"Australia";2019;25.357168;959.93888768;586.536;149.84;3662.102;265.9;265.9;3.371;1.347;210.64;55.71;1461.024;155.96;14.02;0;0;0;5.09;223.933;3.468;1680.256;55.26;18.3;19.47
"Australia";2020;25.670052;629.6059904;562.439;142.93;3372.486;265.22;265.22;-5.545;1.488;200.94;53.12;1458.64;149.17;14.42;0;0;0;4.89;222.271;3.41;1587.082;64.28;23.84;22.61
"Australia";2021;25.921094;501.186265088;533.034;137.4;3302.789;267.45;267.45;0.347;1.294;190.18;47.63;1482.212;142.56;15.94;0;0;0;5.15;214.225;3.344;1592.59;77.27;31.19;26.8
"Australia";2022;26.17741;552.377778176;501.7;130.93;3183.652;273.55;273.55;4.307;0.932;182.69;46.29;1528.153;137.24;17.12;0;0;0;5.47;203.443;3.246;1661.188;90.86;38.84;31.65
"Austria";2000;8.010425;280.410161152;198.496;5.72;3.573;58.48;59.85;0.35;1.396;16.41;7.85;18.791;11.88;41.84;-1.37;0;0;2.84;12.737;1.53;391.416;43.44;0;0.07
"Austria";2001;8.039633;285.335945216;221.422;6.89;3.456;61.28;61.06;3.564;1.421;18.82;8.75;18.031;13.52;40.46;0.22;0;0;3.18;12.945;1.67;405.367;42.24;0.01;0.1
"Austria";2002;8.078994;291.225468928;219.311;6.61;4.047;61.39;60.69;0.158;1.394;18.79;9.31;19.572;13.31;40.23;0.7;0;0;2.87;13.38;1.52;406.007;41.9;0.01;0.14
"Austria";2003;8.120105;294.604374016;272.477;8.44;3.302;63.67;58.06;1.046;1.393;22.82;11.16;21.769;15.82;33.21;5.61;0;0;3.22;12.916;1.65;410.254;35.24;0.01;0.37
"Austria";2004;8.171215;303.786426368;252.059;7.91;0.673;65.01;61.93;1.857;1.376;22.31;10.95;20.619;15.61;36.76;3.08;0;0;3.45;13.057;1.91;417.87;39.62;0.02;0.93
"Austria";2005;8.227034;311.537598464;249.806;7.17;0;67.11;64.49;1.816;1.366;23.61;13.03;18.151;16.11;37.1;2.62;0;0;3.41;11.751;2.43;425.459;40.88;0.02;1.33
"Austria";2006;8.267771;323.263922176;247.27;7.37;0;68.62;62.28;-1.046;1.302;21.62;10.67;20.972;15.4;35.66;6.34;0;0;3.58;12.167;3.23;421.009;40.66;0.02;1.75
"Austria";2007;8.29472;336.315973632;228.422;6.6;0;68.93;62.91;-2.142;1.225;19.74;9.9;20.543;14.37;37.05;6.02;0;0;3.24;12.469;4.06;411.992;43.17;0.02;2.04
"Austria";2008;8.321134;342.8909056;220;5.53;0;69.36;64.5;1.946;1.225;19.97;11.18;17.025;14.19;38.33;4.86;0;0;3.26;12.224;4.16;420.009;44.53;0.03;2.01
"Austria";2009;8.342939;331.19223808;199.397;3.76;0;67.08;66.3;-3.134;1.228;19.12;12.34;17.33;13.22;40.9;0.78;0;0;3.02;12.304;4.28;406.845;47.18;0.05;1.95
"Austria";2010;8.362829;338.927091712;229.569;4.92;0;70.35;67.91;3.272;1.24;22.92;14.35;18.069;15.59;38.36;2.44;0;0;3.65;12.654;4.48;420.157;44.99;0.09;2.06
"Austria";2011;8.391201;349.84312832;239.158;5.43;0;70.46;62.26;-5.733;1.132;21.35;12.44;17.804;14.89;34.24;8.2;0;0;3.48;13.208;4.56;396.069;40.91;0.17;1.94
"Austria";2012;8.429641;352.450904064;186.754;4.39;0;71.5;68.7;4.66;1.176;17.37;9.71;19.135;12.83;43.85;2.8;0;0;3.27;12.8;4.68;414.524;51.33;0.34;2.46
"Austria";2013;8.479542;352.913752064;172.163;4.21;0;71.86;64.59;-0.801;1.165;14.09;6.65;15.399;11.12;42.02;7.27;0;0;3.23;10.872;4.7;411.203;50.5;0.63;3.15
"Austria";2014;8.546066;355.364634624;151.574;2.94;0;70.89;61.62;-3.99;1.111;11.42;5.32;14.033;9.34;41.01;9.27;0;0;3.16;11.524;4.55;394.798;50.2;0.79;3.85
"Austria";2015;8.642422;358.988120064;174.454;2.95;0;71.91;61.85;0.012;1.1;14.26;7.66;13.418;10.79;37.16;10.06;0;0;3.65;11.089;4.65;394.844;47.59;0.94;4.84
"Austria";2016;8.736491;364.21828608;161.686;2.04;0;72.41;65.25;3.328;1.12;14.17;8.49;12.6;10.55;39.97;7.16;0;0;3.64;9.799;4.78;407.984;51.08;1.1;5.23
"Austria";2017;8.797497;373.237972992;171.462;1.76;0;73.97;67.42;2.26;1.118;16.37;10.91;120.176;11.56;38.29;6.55;0;0;3.7;196.395;4.92;417.204;51.05;1.27;6.57
"Austria";2018;8.840518;382.269456384;165.898;1.81;259.061;73.99;65.04;-2.131;1.068;14.98;9.92;138.359;10.79;37.64;8.95;0;0;3.25;85.067;4.93;408.313;50.06;1.46;6.03
"Austria";2019;8.879939;449.786937344;160.457;1.5;99.943;73.99;70.86;5.073;1.211;16.22;11.32;56.55;11.37;40.83;3.13;0;0;3.4;502.569;4.66;429.028;54.64;1.7;7.45
"Austria";2020;8.90778;397.188366336;142.506;0.56;0;71.39;69.19;-6.509;1.149;13.77;9.95;653.333;9.86;42;2.2;0;0;3.26;1407.567;4.59;401.102;55.42;2.04;6.79
"Austria";2021;8.922086;277.117140992;147.573;0.14;0;74.49;66.95;0.634;1.172;14.2;10.62;132.235;9.88;38.75;7.54;0;0;3.44;509.233;4.48;403.645;52.75;2.78;6.74
"Austria";2022;8.939617;541.81789696;158.222;0.14;18.237;74.62;65.92;-5.464;1.079;14.95;11.37;242.55;10.43;35.54;8.7;0;0;3.44;480.871;5.54;381.591;50.97;2.93;6.96
"Bahrain";2000;0.711446;11.416501248;509.217;0;0;13.02;13.02;5.824;9.8;13.02;11.83;91.749;6.63;0;0;0;0;1.19;28.757;0;111.877;0;0;0
"Bahrain";2001;0.730263;12.778555392;509.832;0;0;13.73;13.73;3.498;9.061;13.73;12.48;95.54;7;0;0;0;0;1.25;28.017;0;115.79;0;0;0
"Bahrain";2002;0.748332;14.457704448;509.066;0;0;14.34;14.34;6.699;8.545;14.34;13.03;98.995;7.3;0;0;0;0;1.31;27.963;0;123.547;0;0;0
"Bahrain";2003;0.77826;16.810481664;502.373;0;0;14.75;14.75;4.48;7.679;14.75;13.89;100.774;7.41;0;0;0;0;0.86;28.277;0;129.081;0;0;0
"Bahrain";2004;0.833454;19.587602432;502.307;0;0;15.17;15.17;3.588;6.826;15.17;14.29;92.699;7.62;0;0;0;0;0.88;28.416;0;133.713;0;0;0
"Bahrain";2005;0.901928;22.640009216;500;0;0;18.2;18.2;12.184;6.626;18.2;17.36;101.743;9.1;0;0;0;0;0.84;26.62;0;150.004;0;0;0
"Bahrain";2006;0.970986;25.959809024;499.494;0;0;19.78;19.78;6.697;6.165;19.78;18.86;107.632;9.88;0;0;0;0;0.92;27.079;0;160.051;0;0;0
"Bahrain";2007;1.040545;30.196430848;497.551;0;0;20.43;20.42;2.672;5.442;20.42;19.69;111.986;10.16;0;0.01;0;0;0.73;27.079;0;164.328;0;0;0
"Bahrain";2008;1.110352;34.434658304;497.436;0;0;21.26;21.45;4.719;4.997;21.45;20.68;120.176;10.67;0;-0.19;0;0;0.77;27.153;0;172.081;0;0;0
"Bahrain";2009;1.17946;37.94655232;497.407;0;0;21.38;21.21;-0.994;4.49;21.21;20.45;121.335;10.55;0;0.17;0;0;0.76;27.079;0;170.371;0;0;0
"Bahrain";2010;1.213655;42.648158208;497.544;0;0;22.56;22.39;1.094;4.039;22.39;21.59;124.287;11.14;0;0.17;0;0;0.8;26.16;0;172.235;0;0;0
"Bahrain";2011;1.212086;46.914961408;497.378;0;0;23;22.88;-1.057;3.632;22.88;22.06;126.241;11.38;0;0.12;0;0;0.82;26.619;0;170.415;0;0;0
"Bahrain";2012;1.224948;48.471822336;495.921;0;0;23.13;23.29;7.426;3.777;23.29;22.64;130.519;11.55;0;-0.16;0;0;0.65;30.939;0;183.07;0;0;0
"Bahrain";2013;1.261683;51.083276288;495.895;0;0;24.38;24.36;11.21;3.985;24.36;23.68;139.578;12.08;0;0.02;0;0;0.68;34.802;0;203.592;0;0;0
"Bahrain";2014;1.311142;53.661769728;495.903;0;0;25.63;25.63;-0.869;3.761;25.62;24.91;146.965;12.71;0;0;0;0;0.71;36.208;0;201.824;0.01;0.01;0
"Bahrain";2015;1.362157;56.045613056;495.519;0;0;26.77;26.78;0.883;3.633;26.77;26.03;145.843;13.27;0;-0.01;0;0;0.74;37.149;0;203.605;0.01;0.01;0
"Bahrain";2016;1.409668;59.105439744;495.711;0;0;26.79;26.81;-0.222;3.437;26.8;26.06;144.414;13.29;0;-0.02;0;0;0.74;35.989;0;203.153;0.01;0.01;0
"Bahrain";2017;1.456844;61.359722496;495.633;0;0;27.52;27.48;2.882;3.406;27.47;26.71;144.663;13.62;0;0.04;0;0;0.76;53.916;0;209.008;0.01;0.01;0
"Bahrain";2018;1.487346;62.559305728;495.68;0;0;27.98;27.78;1.258;3.383;27.77;27;146.475;13.77;0;0.2;0;0;0.77;116.089;0;211.637;0.01;0.01;0
"Bahrain";2019;1.494195;363.278368768;494.118;0;20.618;31.65;31.45;9.714;1.172;31.44;30.78;162.66;15.54;0;0.2;0;0;0.66;37.643;0;232.196;0.01;0.01;0
"Bahrain";2020;1.477478;222.551113728;494.137;0;0;30.05;29.85;-0.675;0.441;29.84;29.22;164.367;14.75;0;0.2;0;0;0.62;29.863;0;230.628;0.01;0.01;0
"Bahrain";2021;1.463266;482.034778112;494.018;0;0;31.96;31.76;2.22;0.786;31.75;31.09;172.282;15.69;0;0.2;0;0;0.66;1242.649;0;235.749;0.01;0.01;0
"Bahrain";2022;1.472237;47.492665344;505.664;26.28;2850.813;NA;21.4;0.477;0.487;106.29;172.71;171.088;114;0;-17.7;0;0;0.76;18.929;0.87;623.795;7.6;6.5;0.35
"Bangladesh";2000;129.193336;200.83032064;476.479;0;0;14.88;14.88;7.194;0.678;13.94;12.81;90.582;7.09;0.94;0;0;0;1.13;1.642;0;136.121;0.94;0;0
"Bangladesh";2001;131.670488;213.17812224;476.51;0;0;16.39;16.39;14.299;0.73;15.41;14.25;101.432;7.81;0.98;0;0;0;1.16;2.183;0;155.585;0.98;0;0
"Bangladesh";2002;134.139824;226.307964928;480.387;0;0;17.59;17.59;0.282;0.689;16.54;15.06;106.711;8.45;1.05;0;0;0;1.48;3.851;0;156.023;1.05;0;0
"Bangladesh";2003;136.503216;242.360090624;479.828;0;0.137;18.59;18.59;5.7;0.68;17.47;15.93;114.784;8.92;1.12;0;0;0;1.54;3.851;0;164.916;1.12;0;0
"Bangladesh";2004;138.789728;260.420370432;481.943;0;0.396;23.26;23.26;6.162;0.672;22.05;20.27;123.402;11.21;1.21;0;0;0;1.78;3.818;0;175.079;1.21;0;0
"Bangladesh";2005;140.912592;280.32712704;481.321;0;1.09;25.43;25.43;8.321;0.677;24.15;22.38;132.634;12.24;1.28;0;0;0;1.77;3.807;0;189.647;1.28;0;0
"Bangladesh";2006;142.628832;303.33534208;494.532;1.08;1.856;29.26;29.26;8.206;0.677;27.87;24.76;143.634;14.47;1.38;0;0;0;2.03;3.807;0;205.209;1.39;0.01;0
"Bangladesh";2007;144.135936;327.171244032;504.452;1.07;2.376;29.2;29.2;2.416;0.642;28.44;25.35;153.364;14.73;0.74;0;0;0;2.02;3.807;0;210.167;0.76;0.02;0
"Bangladesh";2008;145.421328;349.580427264;494.587;0.96;4.146;32.33;32.33;5.768;0.636;31.37;29.08;163.764;15.99;0.94;0;0;0;1.33;3.611;0;222.289;0.96;0.02;0
"Bangladesh";2009;146.706816;372.8351232;499.572;0.82;5.071;35.07;35.07;9.621;0.654;34.6;32.42;187.467;17.52;0.44;0;0;0;1.36;3.187;0;243.676;0.47;0.03;0
"Bangladesh";2010;148.391136;400.257024;500.39;0.73;4.318;38.49;38.49;2.668;0.625;37.66;34.33;192.537;19.26;0.76;0;0;0;2.6;3.188;0;250.177;0.83;0.07;0
"Bangladesh";2011;150.211008;431.620194304;509.121;0.81;4.085;41.66;41.66;8.459;0.629;40.68;35.16;195.821;21.21;0.92;0;0;0;4.71;3.188;0;271.34;0.98;0.06;0
"Bangladesh";2012;152.090656;458.682957824;515.383;1.01;5.114;45.83;45.83;8.636;0.643;44.92;37.97;213.363;23.62;0.82;0;0;0;5.94;2.989;0;294.774;0.91;0.09;0
"Bangladesh";2013;154.030144;486.328205312;518.089;1.14;5.236;50.03;50.03;4.046;0.631;48.96;40.53;219.528;25.92;0.94;0;0;0;7.29;2.567;0;306.7;1.07;0.13;0
"Bangladesh";2014;155.961312;517.114527744;526.626;1.08;5.8;54.85;52.58;3.772;0.615;51.8;41.53;230.223;27.69;0.62;2.27;0;0;9.19;2.567;0;318.27;0.78;0.16;0
"Bangladesh";2015;157.83;552.394686464;529.052;0.95;4.14;58.97;55.59;21.038;0.697;54.79;43.26;258.541;29.41;0.59;3.38;0;0;10.58;2.567;0;385.227;0.8;0.2;0.01
"Bangladesh";2016;159.784576;591.216050176;527.298;1.01;5.53;68.66;64.84;0.2;0.653;63.6;49.94;264.509;34.19;1.01;3.82;0;0;12.65;2.574;0;385.996;1.24;0.22;0.01
"Bangladesh";2017;161.793968;636.054798336;532.656;1.41;0;73.56;68.9;4.543;0.634;67.61;51.59;265.927;36.7;1.03;4.66;0;0;14.61;0;0;403.533;1.29;0.25;0.01
"Bangladesh";2018;163.683952;686.521778176;529.611;1.48;27.449;78.74;73.96;6.681;0.627;72.59;56.48;265.818;39.17;1.08;4.78;0;0;14.63;1353.362;0;430.493;1.37;0.28;0.01
"Bangladesh";2019;165.516224;443.16360704;524.211;2.17;0;86.3;79.51;12.127;3.514;78.4;64.32;252.844;41.68;0.77;6.79;0;0;11.91;0;0;482.698;1.11;0.33;0.01
"Bangladesh";2020;167.420944;776.672313344;534.134;3.71;0.786;82.4;75.73;-5.309;1.123;74.45;57.85;237.309;40.45;0.88;6.67;0;0;12.89;2.567;0;457.072;1.28;0.39;0.01
"Bangladesh";2021;169.35624;428.683493376;552.88;4.77;0.63;87.12;80.56;4.901;1.969;79.2;54.83;236.11;44.54;0.88;6.56;0;0;19.6;1270.04;0;479.475;1.36;0.47;0.01
