"country";"year";"population";"gdp";"carbon_intensity_elec";"coal_electricity";"coal_production";"electricity_demand";"electricity_generation";"energy_cons_change_pct";"energy_per_gdp";"fossil_electricity";"gas_electricity";"gas_production";"greenhouse_gas_emissions";"hydro_electricity";"net_elec_imports";"nuclear_consumption";"nuclear_electricity";"oil_electricity";"oil_production";"other_renewable_electricity";"primary_energy_consumption";"renewables_electricity";"solar_electricity";"wind_electricity"
"Bangladesh";2022;171.186368;450.31636992;574.278;7.41;0;92.82;85.22;3.969;0.861;83.59;50.08;232.63;48.94;0.97;7.6;0;0;26.1;87.644;0;498.503;1.63;0.65;0.01
"Belgium";2000;10.264351;345.736773632;270.806;12.92;0;87.12;82.79;1.809;2.15;33.58;15.98;0.018;22.42;0.46;4.33;136.646;48.16;4.68;0;0.57;743.348;1.05;0;0.02
"Belgium";2001;10.309249;349.022420992;259.825;9.94;0;87.74;78.63;-0.873;2.111;31.2;15.78;0;20.43;0.44;9.11;130.662;46.35;5.48;0;0.6;736.859;1.08;0;0.04
"Belgium";2002;10.355569;355.720200192;258.34;10.03;0;88.53;80.94;-0.459;2.062;32.44;17.87;0;20.91;0.36;7.59;132.651;47.36;4.54;0;0.72;733.474;1.14;0;0.06
"Belgium";2003;10.40255;358.964166656;261.936;9.64;0;89.98;83.57;3.847;2.122;34.99;21.61;0;21.89;0.25;6.41;131.853;47.38;3.74;0;0.86;761.691;1.2;0;0.09
"Belgium";2004;10.456164;372.52726784;260.251;9.15;0;90.7;82.92;0.385;2.053;34.11;20.04;0;21.58;0.32;7.78;130.828;47.31;4.92;0;1.04;764.62;1.5;0;0.14
"Belgium";2005;10.516979;380.849782784;255.529;8.2;0;90.4;84.1;-1.112;1.985;34.39;21.5;0;21.49;0.29;6.3;130.778;47.6;4.69;0;1.59;756.118;2.11;0;0.23
"Belgium";2006;10.58297;390.897631232;249.308;6.85;0;93.23;83.07;0.281;1.94;33.46;21.99;0;20.71;0.36;10.16;127.361;46.65;4.62;0;2.23;758.241;2.96;0;0.37
"Belgium";2007;10.653698;404.7355904;244.801;6.47;0;93.34;86.56;0.689;1.886;34.84;24.66;0;21.19;0.39;6.78;130.858;48.23;3.71;0;2.6;763.469;3.49;0.01;0.49
"Belgium";2008;10.72672;408.314871808;240.43;5.55;0;93.41;82.81;1.606;1.9;32.82;24.11;0;19.91;0.41;10.6;122.875;45.57;3.16;0;3.33;775.734;4.42;0.04;0.64
"Belgium";2009;10.801357;399.533047808;244.145;5.18;0;87.82;89.66;-7.72;1.792;37;29.25;0;21.89;0.33;-1.84;126.549;47.22;2.57;0;3.95;715.849;5.44;0.17;0.99
"Belgium";2010;10.877948;412.203548672;242.705;4.2;0;93.42;92.87;6.827;1.855;38.39;30.84;0;22.54;0.31;0.55;127.696;47.94;3.35;0;4.38;764.721;6.54;0.56;1.29
"Belgium";2011;10.955742;420.970561536;219.652;3.48;0;91.59;89.05;-6.686;1.695;32.51;25.44;0;19.56;0.2;2.54;127.685;48.23;3.59;0;4.63;713.592;8.31;1.17;2.31
"Belgium";2012;11.03114;421.100945408;229.919;3.39;0;91.36;81.42;-4.017;1.627;30.62;23.57;0;18.72;0.36;9.94;106.022;40.29;3.66;0;5.24;684.924;10.51;2.15;2.76
"Belgium";2013;11.10326;421.20413184;208.002;3.01;0;91.37;81.73;2.483;1.666;27.37;20.8;0;17;0.38;9.64;111.527;42.64;3.56;0;5.03;701.93;11.72;2.64;3.67
"Belgium";2014;11.176727;428.582862848;215.957;2.09;0;88.54;70.94;-7.274;1.519;25.03;19.34;0;15.32;0.29;17.6;87.616;33.7;3.6;0;4.41;650.872;12.21;2.89;4.62
"Belgium";2015;11.248306;434.918719488;245.596;2.07;0;89.12;68.12;1.01;1.512;27.57;22.02;0;16.73;0.32;21;67.454;26.1;3.48;0;5.5;657.443;14.45;3.06;5.57
"Belgium";2016;11.316837;439.359012864;187.113;0.39;0;90.14;83.96;7.918;1.615;26.19;22.08;0;15.71;0.37;6.18;111.805;43.52;3.72;0;5.36;709.499;14.25;3.1;5.42
"Belgium";2017;11.384491;447.723831296;189.097;0.09;11.389;90.95;84.93;0.924;1.599;26.9;23.02;754.928;16.06;0.27;6.02;107.837;42.23;3.79;358.678;5.7;716.052;15.8;3.31;6.52
"Belgium";2018;11.448598;454.384320512;221.164;0.09;80.982;90.85;73.52;-0.256;1.572;27.75;23.99;0.588;16.26;0.29;17.33;72.603;28.6;3.67;0.063;5.41;714.219;17.17;3.9;7.57
"Belgium";2019;11.510569;480.580665344;186.241;0.09;54.157;90.45;92.3;3.39;0.763;29.32;25.54;391.924;17.19;0.3;-1.85;110.092;43.52;3.69;90.074;5.16;738.429;19.46;4.25;9.75
"Belgium";2020;11.561716;847.85496064;198.111;0.08;49.577;87.55;87.88;-10.075;1.11;30;26.78;115.9;17.41;0.27;-0.33;86.782;34.43;3.14;951.183;5.26;664.032;23.45;5.11;12.81
"Belgium";2021;11.611416;650.352197632;156.922;0.04;0;91.15;99.03;11.198;0.473;25.97;22.52;116.85;15.54;0.42;-7.88;126.367;50.33;3.41;779.801;4.69;738.394;22.73;5.62;12
"Belgium";2022;11.655923;737.432109056;167.105;0.04;76.867;87.62;95.15;-7.819;0.894;26.8;23.38;677;15.9;0.27;-7.53;109.409;44.11;3.38;1761.135;4.45;680.657;24.24;7.36;12.16
"Bolivia";2000;8.592656;34.202658816;269.841;0;0;3.8;3.78;4.959;1.274;1.81;1.44;31.224;1.02;1.95;0.02;0;0;0.37;21.47;0.02;43.588;1.97;0;0
"Bolivia";2001;8.746087;34.862903296;251.948;0;0;3.86;3.85;-14.423;1.07;1.73;1.37;45.471;0.97;2.11;0.01;0;0;0.36;23.978;0.01;37.301;2.12;0;0
"Bolivia";2002;8.900591;35.825102848;257.426;0;0;4.05;4.04;9.075;1.136;1.85;1.47;58.258;1.04;2.18;0.01;0;0;0.38;24.72;0.01;40.686;2.19;0;0
"Bolivia";2003;9.057386;36.8848896;290.168;0;0;4.18;4.17;34.434;1.483;2.19;1.76;66.954;1.21;1.97;0.01;0;0;0.43;22.279;0.01;54.696;1.98;0;0
"Bolivia";2004;9.216282;38.524473344;282.11;0;0;4.36;4.36;3.71;1.472;2.19;1.75;94.199;1.23;2.13;0;0;0;0.44;32.853;0.04;56.726;2.17;0;0
"Bolivia";2005;9.377395;40.3323904;321.962;0;0;4.69;4.69;-2.031;1.378;2.71;2.16;116.216;1.51;1.94;0;0;0;0.55;33.76;0.04;55.573;1.98;0;0
"Bolivia";2006;9.542663;42.381266944;316.929;0;0;5.08;5.08;10.071;1.443;2.9;2.28;124.453;1.61;2.14;0;0;0;0.62;32.771;0.04;61.17;2.18;0;0
"Bolivia";2007;9.711155;44.428664832;318.841;0;0;5.52;5.52;7.446;1.479;3.16;2.5;133.302;1.76;2.3;0;0;0;0.66;33.163;0.06;65.725;2.36;0;0
"Bolivia";2008;9.880593;47.276900352;317.857;0;0;5.6;5.6;2.642;1.427;3.24;2.62;137.92;1.78;2.29;0;0;0;0.62;27.327;0.07;67.461;2.36;0;0
"Bolivia";2009;10.051322;48.987066368;328.814;0;0;5.9;5.9;-1.443;1.357;3.54;2.88;118.816;1.94;2.27;0;0;0;0.66;24.398;0.09;66.488;2.36;0;0
"Bolivia";2010;10.223277;51.14722304;352.484;0;0;6.44;6.44;1.467;1.319;4.19;3.51;137.145;2.27;2.16;0;0;0;0.68;25.373;0.09;67.463;2.25;0;0
"Bolivia";2011;10.396249;53.942697984;346.434;0;0;6.87;6.87;3.505;1.294;4.44;3.93;150.34;2.38;2.32;0;0;0;0.51;26.119;0.11;69.828;2.43;0;0
"Bolivia";2012;10.569697;56.708206592;357.435;0;0;7.33;7.33;18.656;1.461;4.89;4.28;168.595;2.62;2.33;0;0;0;0.61;30.219;0.11;82.855;2.44;0;0
"Bolivia";2013;10.743352;60.559036416;349.476;0;0;7.64;7.64;1.316;1.386;5.01;4.41;195.752;2.67;2.51;0;0;0;0.6;34.113;0.12;83.945;2.63;0;0
"Bolivia";2014;10.916991;63.86333696;373.774;0;0;8.16;8.16;1.057;1.328;5.77;5.1;204.26;3.05;2.23;0;0;0;0.67;36.076;0.14;84.832;2.39;0.01;0.01
"Bolivia";2015;11.09009;66.965467136;365.429;0;0;8.62;8.62;4.827;1.328;5.99;5.46;200.937;3.15;2.44;0;0;0;0.53;38.628;0.18;88.928;2.63;0;0.01
"Bolivia";2016;11.263016;69.71211776;398.87;0;0;8.85;8.85;3.563;1.321;6.94;6.71;188.995;3.53;1.7;0;0;0;0.23;40.733;0.16;92.096;1.91;0.01;0.04
"Bolivia";2017;11.435535;72.63653888;376.638;0;19.749;9.16;9.16;-1.43;1.25;6.77;6.51;185.935;3.45;2.21;0;0;0;0.26;579.902;0.11;90.779;2.39;0.01;0.06
"Bolivia";2018;11.606906;75.704713216;354.189;0;0;9.43;9.43;3.417;1.24;6.49;6.23;173.314;3.34;2.59;0;0;0;0.26;889.495;0.16;93.881;2.94;0.13;0.06
"Bolivia";2019;11.777318;155.313733632;328.328;0;48.589;9.99;9.99;-0.855;1.1;6.3;6.03;150.95;3.28;3.22;0;0;0;0.27;12.547;0.21;93.078;3.69;0.19;0.07
"Bolivia";2020;11.936169;153.483296768;329.58;0;0;9.77;9.77;-16.125;1.181;6.13;5.89;146.931;3.22;2.94;0;0;0;0.24;66.306;0.31;78.069;3.64;0.33;0.06
"Bolivia";2021;12.079474;85.185675264;323.89;0;0;10.59;10.59;9.271;0.892;6.32;5.68;151.497;3.43;3.24;0;0;0;0.64;1242.649;0.43;85.307;4.27;0.47;0.13
"Bolivia";2022;12.224114;253.457137664;335.404;0;54.157;11.27;11.27;8.43;1.08;7.04;6.4;134.007;3.78;2.88;0;0;0;0.64;0;0.38;41.022;4.23;0.49;0.48
"Brazil";2000;175.873712;1734.491242496;86.462;10.31;31.227;385.58;342.58;4.531;1.359;28.87;3.84;77.097;29.62;301.36;43;17.156;4.94;14.72;780.245;7.41;2356.764;308.77;0;0
"Brazil";2001;178.211888;1780.379287552;100.226;10.43;26.809;361.02;323.17;-2.5;1.291;35.16;9.34;78.738;32.39;265.2;37.85;40.254;14.27;15.39;816.741;8.5;2297.833;273.74;0;0.04
"Brazil";2002;180.476688;1857.599307776;91.716;8.61;29.793;376.85;340.29;2.276;1.265;33.47;11.71;95.126;31.21;283.23;36.56;38.753;13.84;13.15;914.196;9.69;2350.13;292.98;0;0.06
"Brazil";2003;182.62928;1902.060896256;85.124;8.52;27.196;397.08;358.89;1.893;1.259;31.58;12.39;103.341;30.55;302.56;38.19;37.175;13.4;10.67;948.019;11.29;2394.621;313.91;0;0.06
"Brazil";2004;184.722048;2036.566851584;94.26;9.79;31.538;418.56;381.18;4.862;1.233;40.12;18.18;113.658;35.93;317.59;37.38;32.107;11.6;12.15;940.915;11.81;2511.056;329.46;0;0.06
"Brazil";2005;186.797344;2127.880912896;91.555;10.04;33.071;434.76;395.72;2.602;1.211;39.52;17.69;112.414;36.23;334.08;39.04;27.079;9.2;11.79;1034.854;12.83;2576.396;347;0;0.09
"Brazil";2006;188.820688;2239.74785024;89.384;9.86;33.042;453.09;411.93;2.756;1.182;39.4;17.21;114.785;36.82;345.32;41.16;37.555;12.98;12.33;1093.633;13.99;2647.395;359.55;0;0.24
"Brazil";2007;190.779456;2405.103566848;85.482;9.47;34.014;476;437.17;6.44;1.172;37.64;14.56;115.577;37.37;370.27;38.83;33.51;11.65;13.61;1109.115;16.97;2817.879;387.88;0;0.64
"Brazil";2008;192.67232;2559.006998528;105.679;11.4;37.866;496.89;454.68;4.307;1.149;55.92;27.42;143.761;48.05;365.86;42.21;37.667;13.21;17.1;1152.756;18.85;2939.233;385.55;0;0.84
"Brazil";2009;194.517552;2587.477671936;83.655;9.5;35.403;498.65;458.67;-0.702;1.128;36.32;12.71;122.769;38.37;387.08;39.98;34.723;12.22;14.11;1232.616;21.81;2918.588;410.13;0;1.24
"Brazil";2010;196.353504;2816.706084864;104.918;10.79;31.786;545.43;510.78;9.129;1.131;61.02;34.85;150.206;53.59;403.29;34.65;38.681;13.77;15.38;1298.374;30.52;3185.037;435.99;0;2.18
"Brazil";2011;198.185296;2965.069889536;93.458;12.08;31.811;563.29;527.4;3.477;1.112;50.28;24.06;172.27;49.29;428.33;35.89;41.453;14.8;14.14;1326.135;31.29;3295.79;462.32;0;2.7
"Brazil";2012;199.977712;3022.025654272;117.699;13.91;33.948;587.42;547.16;2.929;1.123;77.21;44.96;198.328;64.4;415.34;40.26;42.199;15.17;18.34;1306.823;34.39;3392.321;454.78;0;5.05
"Brazil";2013;201.721776;3112.905998336;152.073;21.06;42.165;603.81;563.48;2.406;1.116;111.99;66.14;219.496;85.69;390.99;40.33;40.406;14.65;24.79;1281.078;39.27;3473.939;436.84;0;6.58
"Brazil";2014;203.459648;3128.572510208;175.348;25.8;41.827;615.65;581.87;2.604;1.139;136.59;77.75;233.477;102.03;373.44;33.78;39.978;14.46;33.04;1424.148;45.15;3564.418;430.82;0.02;12.21
"Brazil";2015;205.188208;3270.706200576;170.303;25.72;33.8;605.99;571.57;-1.332;1.075;128.85;75.76;238.045;97.34;359.74;34.42;38.075;13.91;27.37;1537.403;47.54;3516.957;428.81;0.06;21.47
"Brazil";2016;206.859584;2889.037381632;136.034;24.58;31.148;612.19;571.4;-2.411;1.188;93.06;54.07;241.236;77.73;380.91;40.79;40.754;14.97;14.41;1589.903;49.14;3432.166;463.37;0.08;33.24
"Brazil";2017;208.50496;2926.999240704;141.097;21.85;25.329;617.51;581.16;0.898;1.183;101.9;62.72;271.814;82;370.91;36.35;40.194;14.86;17.33;1658.924;50.6;3462.993;464.4;0.83;42.06
"Brazil";2018;210.166592;2965.401501696;125.038;19.94;27.449;629.12;594.14;0.375;1.172;86.69;52.36;251.624;74.29;388.97;34.98;39.793;14.79;14.39;1635.215;52.13;3475.968;492.66;3.44;48.12
"Brazil";2019;211.78288;2965.401501696;124.816;19.87;25.144;643.63;618.67;1.639;1.446;93.27;60.46;257.465;77.22;397.88;24.96;40.797;15.16;12.94;1758.446;50.34;3532.95;510.24;6.59;55.43
"Brazil";2020;213.196304;2906.877853696;117.928;16.23;27.919;639.08;614.36;-3.923;1.13;83.96;54.41;242.363;72.45;396.33;24.72;35.415;13.21;13.32;1853.182;53.74;3394.368;517.19;10.64;56.48
"Brazil";2021;214.326224;3709.371154432;158.65;25.17;33.791;685.69;662.59;5.194;0.575;138.96;90.29;243.327;105.12;362.82;23.1;36.923;14.7;23.5;1824.239;57.86;3570.67;508.93;16.75;71.5
"Brazil";2022;215.313504;3827.498221568;102.043;15.6;29.969;703.99;680.89;4.319;0.979;74.13;48.32;229.821;69.48;428.06;23.1;36.424;14.54;10.21;1896.362;57.68;3724.87;592.22;26.48;80
"Bulgaria";2000;8.097694;70.102818816;388.424;16.94;49.948;35.98;40.6;0.084;3.103;19.79;1.91;0.203;15.77;2.63;-4.62;51.58;18.18;0.94;0.537;0;217.501;2.63;0;0
"Bulgaria";2001;8.034863;72.164990976;409.436;19.5;52.304;36.52;43.45;3.365;3.115;22.25;1.91;0.203;17.79;1.65;-6.93;55.122;19.55;0.84;0.38;0;224.82;1.65;0;0
"Bulgaria";2002;7.974804;75.7280768;376.574;17.18;51.501;35.79;42.09;-3.004;2.88;19.75;1.54;0.209;15.85;2.12;-6.3;56.64;20.22;1.03;0.466;0;218.066;2.12;0;0
"Bulgaria";2003;7.917745;79.961358336;416.883;19.24;54.025;36.8;42.29;3.387;2.82;22.02;1.76;0.209;17.63;2.99;-5.49;48.089;17.28;1.02;0.378;0;225.451;2.99;0;0
"Bulgaria";2004;7.865314;85.445484544;416.667;18.9;52.781;35.52;41.4;-3.305;2.551;21.44;1.49;3.456;17.25;3.14;-5.88;46.497;16.82;1.05;0.631;0;217.999;3.14;0;0
"Bulgaria";2005;7.815221;91.87012608;383.792;18.46;48.589;36.35;43.93;8.349;2.571;20.98;1.73;32.774;16.86;4.3;-7.58;51.253;18.65;0.79;0.629;0;236.2;4.3;0;0
"Bulgaria";2006;7.76604;98.52678144;382.586;19.09;50.095;37.74;45.48;1.936;2.444;21.76;2.16;4.835;17.4;4.21;-7.74;53.224;19.49;0.51;0.629;0;240.772;4.23;0;0.02
"Bulgaria";2007;7.719035;106.110869504;471.096;22.37;56.339;38.43;42.9;-3.326;2.194;25.38;2.34;3.064;20.21;2.83;-4.47;39.732;14.64;0.67;0.629;0;232.765;2.88;0;0.05
"Bulgaria";2008;7.674912;112.832528384;463.42;23.18;56.536;39.22;44.56;-1.053;2.041;25.86;2.36;1.142;20.65;2.79;-5.34;42.511;15.77;0.32;0.631;0.02;230.313;2.93;0;0.12
"Bulgaria";2009;7.634737;109.081829376;442.948;21.1;53.579;37.26;42.33;-12.2;1.854;23.39;1.96;0.104;18.75;3.43;-5.07;40.884;15.26;0.33;0.629;0.01;202.215;3.68;0;0.24
"Bulgaria";2010;7.592271;110.804590592;437.147;22.61;57.516;37.53;45.98;4.612;1.909;24.97;1.97;0.524;20.1;5.03;-8.45;40.615;15.25;0.39;0.629;0.04;211.541;5.76;0.01;0.68
"Bulgaria";2011;7.543128;113.286381568;480.08;27.53;72.233;39.29;49.95;6.236;1.984;29.75;2.08;3.666;23.98;2.87;-10.66;43.186;16.31;0.14;0.629;0.06;224.733;3.89;0.1;0.86
"Bulgaria";2012;7.488347;113.317797888;438.898;22.87;65.27;38.17;46.48;-4.928;1.885;25.45;2.36;3.987;20.4;3.18;-8.31;41.533;15.78;0.22;0.631;0.07;213.658;5.25;0.78;1.22
"Bulgaria";2013;7.431169;114.286280704;408.922;19.39;55.695;36.86;43.04;-7.278;1.733;21.96;2.34;2.911;17.6;4.04;-6.18;37.061;14.17;0.23;0.629;0.11;198.108;6.91;1.39;1.37
"Bulgaria";2014;7.372142;115.783073792;406.863;21.31;59.646;37.46;46.92;6.785;1.827;23.66;2.14;1.885;19.09;4.6;-9.46;41.248;15.87;0.21;0.629;0.2;211.55;7.39;1.26;1.33
"Bulgaria";2015;7.309255;119.894269952;410.267;22.53;68.237;38.12;48.7;6.207;1.874;24.57;1.86;1.093;19.98;5.65;-10.58;39.752;15.38;0.18;0.629;0.27;224.68;8.75;1.38;1.45
"Bulgaria";2016;7.245982;123.884560384;393.851;19.37;59.524;38.19;44.56;-5.146;1.72;21.74;2.05;0.974;17.55;3.88;-6.37;40.527;15.78;0.32;0.631;0.35;213.117;7.04;1.39;1.42
"Bulgaria";2017;7.18243;128.22863872;418.874;20.92;66.276;39.45;44.93;2.373;1.701;23.25;1.93;0;18.82;2.83;-5.48;39.7;15.55;0.4;0.003;0.4;218.174;6.13;1.4;1.5
"Bulgaria";2018;7.117424;132.1834496;371.079;18.66;61.28;38.73;46.54;0.295;1.655;21.03;2.02;205.493;17.27;5.15;-7.81;40.939;16.13;0.35;315.151;1.57;218.818;9.38;1.34;1.32
"Bulgaria";2019;7.052536;266.976673792;369.863;17.2;56.8;37.99;43.8;-3.322;1.734;19.75;2.15;127.462;16.2;2.93;-5.81;41.876;16.56;0.4;1.693;1.82;211.548;7.49;1.42;1.32
"Bulgaria";2020;6.979181;219.648868352;327.449;13.51;45.41;36.81;40.22;-7.645;1.009;16.12;2.29;0;13.17;2.82;-3.41;41.9;16.63;0.32;0;1.7;195.374;7.47;1.47;1.48
"Bulgaria";2021;6.885864;287.235571712;354.334;17.09;55.353;38.52;47.3;13.546;0.942;20.5;3.05;0;16.76;4.82;-8.78;41.398;16.49;0.36;116.578;2.59;221.84;10.31;1.47;1.43
"Bulgaria";2022;6.781955;336.10842112;399.723;21.39;68.895;38.37;50.56;4.479;0.942;24.66;2.91;0;20.21;3.7;-12.19;41.152;16.46;0.36;32.853;2.6;231.777;9.44;1.7;1.44
"Canada";2000;30.683316;1138.677121024;214.592;109.27;454.524;552.59;588.42;2.72;3.203;155.65;33.68;1763.047;126.27;354.92;-35.83;205.134;69.16;12.7;1454.749;8.41;3647.49;363.61;0.02;0.26
"Canada";2001;31.002768;1162.073341952;222.15;105.1;462.901;550.06;572.36;-2.067;3.074;160.02;39.79;1794.192;127.15;329.99;-22.3;214.708;72.86;15.13;1467.357;9.13;3572.098;339.48;0.02;0.34
"Canada";2002;31.3224;1200.474947584;213.789;104.12;398.458;562.63;583.94;3.396;3.077;155.23;36.52;1807.226;124.84;347.05;-21.31;210.068;71.75;14.59;1546.819;9.48;3693.393;356.96;0.02;0.41
"Canada";2003;31.619456;1225.605382144;219.85;102.9;369.97;566.65;572.39;0.477;3.028;157.44;36.37;1760.47;125.84;334.07;-5.74;206.972;71.15;18.17;1635.513;8.88;3711.021;343.8;0.02;0.83
"Canada";2004;31.91167;1267.051659264;203.949;93.25;394.374;571.87;582.4;1.537;2.974;148.96;37.74;1767.352;118.78;337.43;-10.53;248.2;85.87;17.97;1688.19;9.18;3768.068;347.57;0.01;0.95
"Canada";2005;32.215914;1311.262900224;200.739;99.24;410.788;582.61;606.46;0.668;2.893;150.88;35.58;1791.524;121.74;358.3;-23.85;251.141;86.83;16.06;1659.355;8.86;3793.256;368.75;0.02;1.57
"Canada";2006;32.531864;1349.429624832;189.427;91.36;404.735;573.52;592.63;-0.562;2.795;139.85;38.5;1793.974;112.26;349.32;-19.11;265.624;92.44;9.99;1756.111;8.53;3771.95;360.34;0.02;2.47
"Canada";2007;32.862458;1381.19610368;195.507;98.43;415.147;582.02;612.97;3.815;2.835;149.5;39.77;1746.791;119.84;363.91;-30.95;251.888;88.19;11.3;1810.469;8.33;3915.844;375.28;0.03;3.01
"Canada";2008;33.218542;1398.902882304;186.071;94.8;413.931;582.66;614.82;-1.189;2.766;141.5;37.27;1664.916;114.4;373.68;-32.16;257.12;88.3;9.43;1782.181;7.51;3869.268;385.02;0.04;3.79
"Canada";2009;33.59392;1361.508171776;173.657;78.64;385.477;561.52;595.14;-3.917;2.731;129.98;42.02;1550.508;103.35;364.96;-33.62;239.755;85.13;9.32;1781.164;8.33;3717.698;380.03;0.1;6.64
"Canada";2010;33.963416;1407.421775872;175.624;76.99;412.009;556.11;581.81;0.936;2.666;130.32;47.01;1495.911;102.18;347.87;-25.7;239.784;85.53;6.32;1868.131;9.2;3752.479;365.96;0.25;8.64
"Canada";2011;34.323536;1455.579594752;165.405;70.71;412.45;574.97;611.53;3.771;2.675;131.54;55.34;1510.713;101.15;371.97;-36.56;246.025;88.29;5.49;1978.621;9.07;3893.982;391.7;0.57;10.09
"Canada";2012;34.691876;1479.801044992;155.473;62.1;414.823;565.28;612.26;0.305;2.639;124.44;56.63;1503.052;95.19;376.46;-46.98;247.861;89.49;5.71;2127.278;9.8;3905.844;398.33;0.87;11.2
"Canada";2013;35.063696;1514.897276928;149.674;63.17;423.781;586.84;637.72;2.386;2.64;123.12;53.99;1519.203;95.45;387.87;-50.88;268.645;97.58;5.96;2272.614;9.89;3999.052;417.02;1.48;17.78
"Canada";2014;35.404616;1552.1972224;147.935;61.36;420.557;588.76;636.09;0.217;2.582;123.1;57.53;1589.916;94.1;378.68;-47.33;276.951;101.21;4.21;2439.707;8.68;4007.746;411.78;2.1;22.32
"Canada";2015;35.73212;1565.171122176;148.585;59.27;379.017;576.78;638.96;0.652;2.577;125.85;62.02;1607.557;94.94;378.37;-62.18;261.261;96.05;4.56;2512.946;9.12;4033.862;417.06;2.87;26.7
"Canada";2016;36.113532;1586.14683648;145.234;58.81;380.604;581.09;644.89;-1.36;2.509;122.72;59.53;1650.363;93.66;381.58;-63.8;258.746;95.69;4.38;2545.167;10.29;3979.017;426.48;3.99;30.62
"Canada";2017;36.554344;1636.443488256;136.868;55.78;369.538;582.56;644.71;1.523;2.469;113.85;54.58;1712.685;88.24;390.64;-62.15;256.895;95.57;3.49;2751.936;9.91;4039.605;435.29;3.54;31.2
"Canada";2018;37.03526;1669.401542656;132.918;46.84;339.416;587.67;635.88;0.903;2.442;112.89;62.5;1767.768;84.52;382.02;-48.21;253.962;95.03;3.55;2997.575;9.33;4076.074;427.96;3.76;32.85
"Canada";2019;37.522584;2239.74785024;131.165;44.01;334.607;580.9;627.91;-0.598;1.281;111.04;64.03;1696.27;82.36;375.98;-47.01;254.196;95.47;3;3064.065;9.05;4051.717;421.4;4.04;32.33
"Canada";2020;37.888704;1398.995943424;119.856;34.46;319.25;566.5;624.08;-6.022;5.159;102.36;65.3;1656.13;74.8;380.93;-57.58;245.749;92.65;2.6;2931.024;8.16;3807.712;429.07;4.24;35.74
"Canada";2021;38.155012;1607.400947712;126.464;32.86;336.534;587.88;625.95;0.945;2.137;112.07;76.45;1723.487;79.16;377.16;-38.07;230.97;87.36;2.76;3100.777;9.04;3843.694;426.52;5.11;35.21
"Canada";2022;38.454328;2100.502593536;125.842;36.79;327.525;596.39;638.42;2.207;2.203;111.07;71.25;1850.164;80.34;392.51;-42.03;216.76;82.28;3.03;3186.427;8.87;3928.505;445.07;5.56;38.13
"Chile";2000;15.351803;232.506474496;352.442;8.92;1.876;40.09;38.9;4.87;1.322;20.42;9.97;12.4;13.71;18.48;1.19;0;0;1.53;6.018;1.375;307.391;18.48;0;0
"Chile";2001;15.523973;238.8434944;300.837;5.74;2.953;41.97;40.62;1.937;1.312;19.59;12.79;13.052;12.22;21.03;1.35;0;0;1.06;6.356;1.683;313.345;21.03;0;0
"Chile";2002;15.693798;242.409652224;297.38;6.42;2.22;44.17;42.37;2.38;1.323;19.87;12.47;21.461;12.6;22.5;1.8;0;0;0.98;6.071;1.781;320.801;22.5;0;0
"Chile";2003;15.859114;249.686491136;314.134;6.14;2.953;46.84;45.14;0.526;1.292;23.3;16.12;17.93;14.18;21.84;1.7;0;0;1.04;6.1;1.695;322.49;21.84;0;0
"Chile";2004;16.017966;262.973259776;356.967;8.9;1.194;50.56;48.66;6.763;1.309;27.79;17.41;17.767;17.37;20.87;1.9;0;0;1.48;5.696;2.031;344.299;20.87;0;0
"Chile";2005;16.175315;276.230012928;327.143;8.45;2.788;52.77;50.62;3.784;1.294;25.2;12.89;20.886;16.56;25.42;2.15;0;0;3.86;5.324;1.79;357.327;25.42;0;0
"Chile";2006;16.334573;291.801038848;324.062;11.61;3.455;55.86;53.57;3.458;1.267;25.54;12.29;20.06;17.36;28.03;2.29;0;0;1.64;4.255;1.431;369.682;28.03;0;0
"Chile";2007;16.495543;304.165388288;439.264;14.23;1.246;57.61;55.98;-0.104;1.214;33.69;5.84;19.321;24.59;22.29;1.63;0;0;13.62;3.307;2.696;369.299;22.29;0;0
"Chile";2008;16.661463;312.737595392;435.338;14.79;3.419;57.52;56.37;0.002;1.181;32.59;2.96;18.832;24.54;23.75;1.15;0;0;14.84;3.701;3.588;369.306;23.78;0;0.03
"Chile";2009;16.83345;305.748115456;420.886;15.26;3.26;58.04;56.69;-4.044;1.159;32.12;4.94;21.036;23.86;24.5;1.35;0;0;11.92;4.057;3.392;354.372;24.57;0;0.07
"Chile";2010;17.004166;321.390903296;445.074;17.5;3.173;59.22;58.26;2.702;1.132;36.71;11.34;20.267;25.93;21.23;0.96;0;0;7.87;6.498;3.412;363.948;21.55;0;0.32
"Chile";2011;17.173568;338.634309632;474.049;21.19;3.352;62.77;62.04;5.98;1.139;41;11.13;17.288;29.41;20.72;0.73;0;0;8.68;6.545;4.314;385.712;21.04;0;0.32
"Chile";2012;17.34177;356.694163456;496.502;26.34;3.65;65.76;65.76;4.416;1.129;45.17;12.48;13.634;32.65;20.2;0;0;0;6.35;6.368;5.983;402.747;20.59;0;0.39
"Chile";2013;17.509926;370.745311232;519.877;31.05;15.521;68.17;68.17;2.734;1.116;48;11.25;10.634;35.44;19.61;0;0;0;5.7;5.89;6.896;413.759;20.17;0.01;0.55
